hs12	133264192	133297276	hs1	46769303	46782448
hs12	133264192	133297276	hs16	21963981	21994981
hs12	133264192	133297276	hs17	40439565	40463961
hs4	108910870	108956331	hs22	41972898	41985894
hs4	108910870	108956331	hs17	7184986	7191576
hs4	108910870	108956331	hs17	48172101	48189516
hs4	108910870	108956331	hs7	75616155	75623977
hs15	41523037	41574043	hs9	214854	465259
hs15	41523037	41574043	hs11	92085262	92629618
hs15	41523037	41574043	hs16	75145758	75150669
hs14	74523553	74551196	hs17	79858841	79869340
hs14	74523553	74551196	hs19	49298319	49314286
hs14	74523553	74551196	hs3	182733006	182833863
hs14	74523553	74551196	hs1	100652475	100715390
hs14	74523553	74551196	hs11	111957497	111990353
hs14	74523553	74551196	hs10	126490354	126525239
hs14	74523553	74551196	hs17	48172101	48189516
hs14	74523553	74551196	hs8	145149930	145152428
hs14	74523553	74551196	hs10	76969912	76991206
hs14	74523553	74551196	hs22	46663858	46689905
hs14	74523553	74551196	hsX	19362011	19379823
hs14	74523553	74551196	hs19	13001840	13025021
hs14	74523553	74551196	hs4	108910870	108956331
hs14	74523553	74551196	hs16	75145758	75150669
hs14	74523553	74551196	hs8	99114572	99129469
hs14	74523553	74551196	hs19	41884215	41930910
hs3	124480795	124620265	hs14	65213002	65346601
hs17	67143355	67240987	hs20	3648612	3662893
hs17	66970629	67057205	hs9	101569981	101612363
hs17	66970629	67057205	hs6	32008931	32083111
hs17	66970629	67057205	hs2	237476430	237491001
hs9	101569981	101612363	hs12	53491220	53496129
hs9	101569981	101612363	hs5	179727690	179780387
hs9	101569981	101612363	hs13	31480328	31499709
hs9	101569981	101612363	hs17	9813926	10101868
hs9	101569981	101612363	hs4	8271492	8308838
hs9	101569981	101612363	hs6	32008931	32083111
hs9	101569981	101612363	hs20	48120411	48184683
hs2	237476430	237491001	hs3	13573824	13679922
hs2	237476430	237491001	hs9	101569981	101612363
hs2	237476430	237491001	hs5	176883609	176901402
hs2	237476430	237491001	hs11	125825691	125933230
hs2	237476430	237491001	hs4	8271492	8308838
hs2	237476430	237491001	hs1	150521884	150533413
hs2	237476430	237491001	hs1	53527854	53551174
hs2	237476430	237491001	hs12	7187513	7245203
hs2	237476430	237491001	hs13	31480328	31499709
hs2	237476430	237491001	hs1	155165379	155178842
hs2	237476430	237491001	hs20	48120411	48184683
hs2	237476430	237491001	hs6	32008931	32083111
hs2	237476430	237491001	hs9	130965658	131017527
hs2	237476430	237491001	hs5	179727690	179780387
hs2	237476430	237491001	hs17	65987217	65989765
hs2	237476430	237491001	hs19	55999771	56030465
hs2	237476430	237491001	hs19	48824766	48833810
hs2	237476430	237491001	hs12	53491220	53496129
hs2	237476430	237491001	hs16	67423712	67427438
hs2	237476430	237491001	hs3	45043040	45077563
hs1	229652329	229694442	hs11	128834955	129149219
hs1	229652329	229694442	hs3	98239976	98312567
hs1	229652329	229694442	hs7	12250867	12282993
hs1	229652329	229694442	hs9	114393666	114432509
hs3	98239976	98312567	hs1	231499497	231560790
hs3	98239976	98312567	hs1	33282368	33324476
hs3	98239976	98312567	hs14	45393522	45511525
hs7	12250867	12282993	hs12	42550906	42632151
hs7	12250867	12282993	hs18	9334765	9402418
hs9	114393666	114432509	hs15	77223960	77242601
hs9	114393666	114432509	hs2	32288680	32382706
hs9	114393666	114432509	hs12	42550906	42632151
hs9	114393666	114432509	hs5	56215429	56267502
hs9	114393666	114432509	hs5	114949205	114968689
hs9	114393666	114432509	hs7	12250867	12282993
hs7	87133175	87342611	hs6	160181360	160200144
hs7	87133175	87342611	hs8	20103676	20161474
hs6	160181360	160200144	hs15	56379478	56535483
hs6	160181360	160200144	hs4	177241115	177253396
hs6	160181360	160200144	hs13	35516424	36247159
hs6	160181360	160200144	hs9	97365415	97402531
hs6	160181360	160200144	hs1	71861623	72748417
hs6	160181360	160200144	hs3	171318195	171528740
hs6	160181360	160200144	hs10	135075907	135090372
hs6	160181360	160200144	hs15	83509838	83654661
hs6	160181360	160200144	hs4	144106070	144144983
hs6	160181360	160200144	hs2	120124497	120130126
hs6	160181360	160200144	hs5	43289497	43313614
hs6	160181360	160200144	hs14	55590828	55612126
hs6	160181360	160200144	hs8	11653082	11696818
hs6	160181360	160200144	hs13	21276266	21297237
hs6	160181360	160200144	hs2	192109911	192290115
hs6	160181360	160200144	hs19	35521588	35531352
hs6	160181360	160200144	hsX	48379546	48387104
hs8	20103676	20161474	hs1	71861623	72748417
hs8	20103676	20161474	hs20	39807088	39946312
hs8	20103676	20161474	hs12	51317255	51326300
hs8	20103676	20161474	hs3	167453031	167543356
hs8	20103676	20161474	hs1	36881428	36916086
hs8	20103676	20161474	hs15	47476298	48066420
hs7	20654830	20816658	hs6	169615875	169654139
hs7	20654830	20816658	hs17	33333009	33416338
hs7	20654830	20816658	hs16	55423612	55540603
hs7	20654830	20816658	hs9	95146249	95166978
hs7	20654830	20816658	hs3	69788586	70017488
hs7	20654830	20816658	hs1	150768684	150780799
hs9	95146249	95166978	hs2	86066267	86116137
hs3	69788586	70017488	hs10	81838402	81852313
hs3	69788586	70017488	hs9	135251008	135282209
hs3	69788586	70017488	hs17	37793318	37819737
hs3	69788586	70017488	hs2	188328957	188430487
hs1	150768684	150780799	hs2	163027194	163101661
hs1	150768684	150780799	hs2	188328957	188430487
hs1	150768684	150780799	hs16	55423612	55540603
hs1	150768684	150780799	hs3	69788586	70017488
hs2	220074490	220083712	hs1	19197926	19229275
hs1	19197926	19229275	hs3	160212783	160283376
hs1	19197926	19229275	hs2	27353624	27357543
hs1	19197926	19229275	hs15	41679551	41694717
hs1	19197926	19229275	hs7	75956116	75988348
hs1	19197926	19229275	hs12	65107225	65153227
hs1	19197926	19229275	hs12	6961292	6975796
hs1	19197926	19229275	hs14	105714827	105717430
hs1	19197926	19229275	hs14	52292913	52446060
hs1	19197926	19229275	hs15	57884106	58006943
hs1	19197926	19229275	hs2	46768945	46810260
hs1	19197926	19229275	hs19	8478154	8503901
hs1	19197926	19229275	hs11	10533225	10562777
hs1	19197926	19229275	hs5	150409506	150473138
hs1	19197926	19229275	hs5	149980642	150038782
hsX	74273115	74376567	hs12	133264192	133297276
hsX	74273115	74376567	hs3	179322478	179345435
hsX	74273115	74376567	hs1	53662101	53679869
hsX	74273115	74376567	hs14	69658228	69709075
hsX	74273115	74376567	hs1	111991486	112005395
hsX	74273115	74376567	hs1	54649714	54691137
hsX	74273115	74376567	hs5	52856463	52979168
hsX	74273115	74376567	hs16	21963981	21994981
hs3	179322478	179345435	hs10	76969912	76991206
hs3	179322478	179345435	hs22	46546424	46639653
hs3	179322478	179345435	hs17	79858841	79869340
hs3	179322478	179345435	hs16	21963981	21994981
hs3	179322478	179345435	hs1	17345217	17380665
hs3	179322478	179345435	hs16	28853732	28857729
hs3	179322478	179345435	hs12	133264192	133297276
hs3	179322478	179345435	hs1	46769303	46782448
hs1	53662101	53679869	hs19	29698173	29704448
hs1	53662101	53679869	hs10	180405	300577
hs1	53662101	53679869	hs2	183773843	183903586
hs1	53662101	53679869	hs3	182733006	182833863
hs1	53662101	53679869	hs6	127609855	127664754
hs1	53662101	53679869	hs16	21963981	21994981
hs1	53662101	53679869	hs2	206979541	207024327
hs14	69658228	69709075	hs5	52856463	52979168
hs14	69658228	69709075	hs10	88718375	88723017
hs1	111991486	112005395	hsX	48970334	48980151
hs1	111991486	112005395	hsX	70316047	70323385
hs1	111991486	112005395	hs12	56665483	56694176
hs1	111991486	112005395	hs16	75145758	75150669
hs1	111991486	112005395	hs14	24974559	24977471
hs1	111991486	112005395	hs19	49471382	49496567
hs1	111991486	112005395	hs11	101981192	102104154
hs1	111991486	112005395	hs12	4758261	4798454
hs1	111991486	112005395	hsX	77154935	77162870
hs1	111991486	112005395	hs19	39109735	39127595
hs1	111991486	112005395	hs19	29698173	29704448
hs1	111991486	112005395	hs7	75677369	75696826
hs1	111991486	112005395	hs18	21742008	21977844
hs1	111991486	112005395	hs11	63742079	63744015
hs1	111991486	112005395	hsX	99929488	99987110
hs1	111991486	112005395	hs5	52856463	52979168
hs1	111991486	112005395	hs16	21963981	21994981
hs1	54649714	54691137	hs17	36452989	36479101
hs1	54649714	54691137	hs5	52856463	52979168
hs1	54649714	54691137	hsX	47001615	47004903
hs1	54649714	54691137	hs16	21963981	21994981
hs5	52856463	52979168	hs1	62146718	62191095
hs5	52856463	52979168	hs8	97238148	97247862
hs5	52856463	52979168	hs1	17345217	17380665
hs5	52856463	52979168	hs12	98987369	98995946
hs5	52856463	52979168	hs8	145703352	145727504
hs5	52856463	52979168	hs16	21963981	21994981
hs16	21963981	21994981	hs1	46769303	46782448
hs16	21963981	21994981	hs19	29698173	29704448
hs12	21950335	22094336	hs1	60280458	60342050
hs1	60280458	60342050	hs12	53342655	53346685
hs1	60280458	60342050	hs17	17876127	17920203
hs1	60280458	60342050	hs19	49559050	49568333
hs1	60280458	60342050	hs6	163835032	163999628
hs1	60280458	60342050	hs12	861759	1020618
hs1	60280458	60342050	hs9	95947198	96082854
hs1	60280458	60342050	hs14	105766900	105864484
hs1	60280458	60342050	hs19	8478154	8503901
hs1	60280458	60342050	hs14	68113792	68141548
hs1	60280458	60342050	hs16	49521435	49891830
hs1	60280458	60342050	hs21	43159529	43187266
hs1	60280458	60342050	hs6	136663875	136871957
hs1	60280458	60342050	hs20	9518036	9819689
hs1	60280458	60342050	hs3	119217379	119243937
hs1	60280458	60342050	hs17	37356536	37360980
hs1	60280458	60342050	hs2	63815743	63834331
hs1	60280458	60342050	hs19	3708107	3750811
hs1	60280458	60342050	hs15	42705021	42783321
hs1	60280458	60342050	hs8	28924796	29120641
hs1	60280458	60342050	hs2	27665233	27669348
hs1	60280458	60342050	hs15	41136216	41150405
hs1	60280458	60342050	hs6	10393419	10419892
hs1	60280458	60342050	hs2	64068074	64118696
hs1	60280458	60342050	hs10	31607424	31818742
hsX	152990323	153010216	hs8	99114572	99129469
hs8	99114572	99129469	hs19	5158506	5340814
hs8	99114572	99129469	hs2	1635659	1748624
hs14	74752126	74769759	hs1	89829617	89852020
hs14	74752126	74769759	hs17	1537152	1549041
hs1	89829617	89852020	hs2	234545100	234681951
hs1	89829617	89852020	hs2	85884437	85895864
hs1	89829617	89852020	hs3	118892364	118924000
hs17	1537152	1549041	hs19	17359985	17393595
hs4	146019084	146050331	hs12	110969120	111021125
hs4	146019084	146050331	hs1	41445007	41478235
hs4	146019084	146050331	hs6	139094657	139114456
hs4	146019084	146050331	hs15	101417919	101456831
hs4	146019084	146050331	hs16	69373333	69377014
hs4	146019084	146050331	hs12	107385142	107487607
hs4	146019084	146050331	hs10	99116115	99161127
hs4	146019084	146050331	hs1	229761981	229795946
hs4	146019084	146050331	hs2	29117509	29171088
hs4	146019084	146050331	hs12	58162254	58166576
hs4	146019084	146050331	hs10	103892787	103910082
hs4	146019084	146050331	hs2	68384976	68403370
hs4	146019084	146050331	hs10	70715884	70744829
hs12	110969120	111021125	hs9	135973107	136039301
hs12	110969120	111021125	hs2	29117509	29171088
hs1	41445007	41478235	hs2	68384976	68403370
hs6	139094657	139114456	hs1	218458629	218511325
hs16	69373333	69377014	hs1	229761981	229795946
hs16	69373333	69377014	hs10	103892787	103910082
hs16	69373333	69377014	hs2	68384976	68403370
hs16	69373333	69377014	hs14	55493948	55516206
hs12	107385142	107487607	hs10	70715884	70744829
hs12	107385142	107487607	hs19	49133287	49140695
hs12	58162254	58166576	hs17	57751997	57784987
hs12	58162254	58166576	hs2	68384976	68403370
hs12	58162254	58166576	hs10	103892787	103910082
hs12	58162254	58166576	hs10	99116115	99161127
hs10	103892787	103910082	hs19	52839498	52871031
hs10	103892787	103910082	hs3	150126122	150184218
hs10	103892787	103910082	hs14	23369854	23388393
hs10	103892787	103910082	hs21	43406940	43430496
hs10	103892787	103910082	hs14	55493948	55516206
hs10	103892787	103910082	hs4	108745719	108836203
hs10	103892787	103910082	hs11	64532078	64546258
hs10	103892787	103910082	hs20	34236847	34252878
hs10	103892787	103910082	hs17	26662628	26674035
hs10	103892787	103910082	hs19	5993175	6199583
hs10	103892787	103910082	hs17	38465444	38513094
hs10	103892787	103910082	hs1	35641979	35658749
hs10	103892787	103910082	hs1	229761981	229795946
hs2	68384976	68403370	hs5	121297656	121411265
hs2	68384976	68403370	hs17	57751997	57784987
hs2	68384976	68403370	hs10	103892787	103910082
hs2	68384976	68403370	hs1	229761981	229795946
hs10	70715884	70744829	hs12	110969120	111021125
hs10	70715884	70744829	hs13	30083547	30169825
hs10	70715884	70744829	hs1	229761981	229795946
hs10	70715884	70744829	hs2	29117509	29171088
hs10	70715884	70744829	hs20	50003494	50179370
hs10	70715884	70744829	hs16	69373333	69377014
hs10	70715884	70744829	hs2	68384976	68403370
hs6	30539153	30564956	hs17	56160776	56172897
hs7	73150424	73153197	hs15	65409717	65426174
hs15	65409717	65426174	hs6	42712219	42714558
hs13	108870727	108886603	hs11	65659520	65668044
hs13	108870727	108886603	hs9	104296133	104325622
hs13	108870727	108886603	hs15	52244303	52358462
hs13	108870727	108886603	hs2	95831177	95850065
hs13	108870727	108886603	hs3	39183346	39196053
hs13	108870727	108886603	hs16	3068446	3072384
hs13	108870727	108886603	hs8	143293441	143484601
hs13	108870727	108886603	hs21	43406940	43430496
hs13	108870727	108886603	hs7	23636998	23684327
hs13	108870727	108886603	hs1	55222571	55230187
hs13	108870727	108886603	hsX	15337573	15353676
hs13	108870727	108886603	hs18	29671818	29711524
hs13	108870727	108886603	hs2	62423248	62451866
hs13	108870727	108886603	hs1	45265897	45271662
hs13	108870727	108886603	hs3	40566369	40616176
hs11	65659520	65668044	hs1	9599541	9645237
hs11	65659520	65668044	hs10	38299578	38354016
hs11	65659520	65668044	hs6	37137979	37143202
hs11	65659520	65668044	hs9	130830480	130871524
hs11	65659520	65668044	hs3	158288952	158325041
hs11	65659520	65668044	hs2	28615315	28640179
hs11	65659520	65668044	hs2	128458597	128461385
hs11	65659520	65668044	hs20	23331373	23335414
hs11	65659520	65668044	hs5	133530025	133561833
hs11	65659520	65668044	hs12	123349882	123380991
hs11	65659520	65668044	hs5	180274611	180288286
hs11	65659520	65668044	hs6	43139037	43149243
hs11	65659520	65668044	hs19	7953390	7966901
hs11	65659520	65668044	hs1	23410516	23504301
hs11	65659520	65668044	hsX	73805052	73834452
hs11	65659520	65668044	hs15	76016318	76020029
hs11	65659520	65668044	hs12	62860597	62991363
hs11	65659520	65668044	hs19	40927499	40931932
hs11	65659520	65668044	hs1	156052364	156109880
hs11	65659520	65668044	hs19	1852399	1863567
hs11	65659520	65668044	hs8	103661007	103668130
hs11	65659520	65668044	hs1	19230775	19283180
hs11	65659520	65668044	hs6	28212401	28227011
hs11	65659520	65668044	hs19	54369477	54379691
hs11	65659520	65668044	hs19	1248552	1259142
hs11	65659520	65668044	hs19	11200038	11244492
hs11	65659520	65668044	hs3	150126122	150184218
hs11	65659520	65668044	hs16	3068446	3072384
hs11	65659520	65668044	hs16	89762751	89768113
hs11	65659520	65668044	hs1	45265897	45271662
hs11	65659520	65668044	hs21	43406940	43430496
hs15	52244303	52358462	hs12	8071826	8088871
hs15	52244303	52358462	hs9	130830480	130871524
hs15	52244303	52358462	hs6	28212401	28227011
hs15	52244303	52358462	hs3	40566369	40616176
hs2	95831177	95850065	hs19	44732882	44809199
hs2	95831177	95850065	hs19	44507100	44518078
hs2	95831177	95850065	hs19	44616334	44637027
hs2	95831177	95850065	hs19	44555520	44572144
hs2	95831177	95850065	hs19	44576297	44593766
hs3	39183346	39196053	hsX	15337573	15353676
hs3	39183346	39196053	hs14	55518349	55536910
hs3	39183346	39196053	hs10	96075004	96122716
hs3	39183346	39196053	hs1	206808881	206857764
hs3	39183346	39196053	hs12	123349882	123380991
hs3	39183346	39196053	hs1	226170403	226187032
hs3	39183346	39196053	hs1	228870824	228882416
hs3	39183346	39196053	hs1	27719148	27722318
hs3	39183346	39196053	hs8	22545172	22550815
hs3	39183346	39196053	hs21	43406940	43430496
hs3	39183346	39196053	hs10	106071894	106098162
hs3	39183346	39196053	hs19	48972289	48985571
hs3	39183346	39196053	hs1	55532032	55680786
hs3	39183346	39196053	hs19	18390563	18392432
hs3	39183346	39196053	hs1	55222571	55230187
hs3	39183346	39196053	hs19	9715356	9732075
hs3	39183346	39196053	hs1	221874766	221915518
hs3	39183346	39196053	hs19	49375649	49379314
hs3	39183346	39196053	hs9	131937835	131940540
hs3	39183346	39196053	hs19	2476120	2478257
hs3	39183346	39196053	hs6	106534195	106557814
hs3	39183346	39196053	hs20	62679076	62680994
hs3	39183346	39196053	hs11	9595228	9615004
hs3	39183346	39196053	hs9	110247133	110252763
hs3	39183346	39196053	hs1	45265897	45271662
hs3	39183346	39196053	hs19	41223008	41246765
hs3	39183346	39196053	hs1	247579458	247612410
hs3	39183346	39196053	hs6	33282183	33285719
hs3	39183346	39196053	hs6	134490384	134639250
hs3	39183346	39196053	hs19	39897453	39900052
hs3	39183346	39196053	hs2	28615315	28640179
hs3	39183346	39196053	hs21	44834395	44847008
hs3	39183346	39196053	hs9	130830480	130871524
hs3	39183346	39196053	hs10	3818188	3827473
hs3	39183346	39196053	hs1	204372515	204380919
hs3	39183346	39196053	hs1	150547032	150552066
hs16	3068446	3072384	hs1	45805342	45809647
hs16	3068446	3072384	hs21	43406940	43430496
hs8	143293441	143484601	hs6	28109688	28127250
hs21	43406940	43430496	hs17	16524051	16557170
hs21	43406940	43430496	hs5	180274611	180288286
hs21	43406940	43430496	hs19	35417807	35436074
hs21	43406940	43430496	hs9	129622944	129648157
hs21	43406940	43430496	hs19	19976695	20005483
hs21	43406940	43430496	hs19	23708433	23870022
hs21	43406940	43430496	hs10	38299578	38354016
hs21	43406940	43430496	hs2	95831177	95850065
hs21	43406940	43430496	hs3	40566369	40616176
hs21	43406940	43430496	hs16	3451235	3459370
hs21	43406940	43430496	hs19	38104650	38183238
hs21	43406940	43430496	hs6	28212401	28227011
hs7	23636998	23684327	hs19	55851221	55859488
hs7	23636998	23684327	hs18	29671818	29711524
hs1	55222571	55230187	hs2	239152679	239198743
hs1	55222571	55230187	hs6	33282183	33285719
hs1	55222571	55230187	hs16	3068446	3072384
hs1	55222571	55230187	hs6	28212401	28227011
hs1	55222571	55230187	hs9	129622944	129648157
hs1	55222571	55230187	hs9	130830480	130871524
hs1	55222571	55230187	hsX	15337573	15353676
hs1	55222571	55230187	hs21	43406940	43430496
hs1	55222571	55230187	hs17	33901814	33905882
hs1	55222571	55230187	hs2	95831177	95850065
hsX	15337573	15353676	hs1	55532032	55680786
hsX	15337573	15353676	hs3	185633694	185655924
hsX	15337573	15353676	hs3	150126122	150184218
hsX	15337573	15353676	hs21	43406940	43430496
hs18	29671818	29711524	hs1	226170403	226187032
hs18	29671818	29711524	hs5	132332677	132362296
hs18	29671818	29711524	hs1	229440129	229441248
hs18	29671818	29711524	hs5	77656339	77776562
hs18	29671818	29711524	hs5	114949205	114968689
hs18	29671818	29711524	hs4	141178440	141306880
hs18	29671818	29711524	hs14	64150932	64194757
hs2	62423248	62451866	hs10	3818188	3827473
hs2	62423248	62451866	hs10	99496878	99520664
hs2	62423248	62451866	hs17	47481414	47492246
hs2	62423248	62451866	hs1	55532032	55680786
hs1	45265897	45271662	hs8	144718183	144735900
hs1	45265897	45271662	hs2	95831177	95850065
hs1	45265897	45271662	hs3	40566369	40616176
hs1	45265897	45271662	hs6	146864829	146876101
hs1	45265897	45271662	hs19	36936021	36980804
hs1	45265897	45271662	hs9	125670335	125675609
hs1	45265897	45271662	hs3	185633694	185655924
hs1	45265897	45271662	hs10	38299578	38354016
hs1	45265897	45271662	hs8	33405273	33424643
hs1	45265897	45271662	hs5	133530025	133561833
hs1	45265897	45271662	hs8	104410863	104427417
hs1	45265897	45271662	hs9	129622944	129648157
hs1	45265897	45271662	hs19	40927499	40931932
hs1	45265897	45271662	hs2	38970741	38978636
hs1	45265897	45271662	hs6	43139037	43149243
hs1	45265897	45271662	hs11	9595228	9615004
hs1	45265897	45271662	hs3	156391024	156424559
hs1	45265897	45271662	hsX	73805052	73834452
hs1	45265897	45271662	hs12	123349882	123380991
hs1	45265897	45271662	hs12	8071826	8088871
hs1	45265897	45271662	hs9	130830480	130871524
hs1	45265897	45271662	hs6	28212401	28227011
hs1	45265897	45271662	hs2	128458597	128461385
hs1	45265897	45271662	hs16	3068446	3072384
hs1	45265897	45271662	hs3	150126122	150184218
hs1	45265897	45271662	hs16	89762751	89768113
hs1	45265897	45271662	hs21	43406940	43430496
hs17	27887565	27894155	hs5	150480273	150537443
hs17	27887565	27894155	hs8	99114572	99129469
hs17	27887565	27894155	hs7	75616155	75623977
hs17	27887565	27894155	hs22	41972898	41985894
hs17	27887565	27894155	hs3	28356494	28390618
hs17	27887565	27894155	hs3	81538850	81811312
hs17	27887565	27894155	hs2	242498136	242513546
hs17	27887565	27894155	hs2	42275160	42285668
hs17	27887565	27894155	hs7	73007524	73038873
hs17	27887565	27894155	hsX	19552093	19905719
hs17	27887565	27894155	hs16	66912492	66929657
hs17	27887565	27894155	hs2	216861052	216947678
hs17	27887565	27894155	hs11	63340667	63384355
hs17	27887565	27894155	hs6	144471663	144509507
hs17	27887565	27894155	hs1	227085237	227175246
