"SUID","EdgeBetweenness","interaction","MI sano","MI_","name","selected","shared interaction","shared name"
"25800","8426.0","0.197024",,"0.197024","A2M (0.197024) CHDH","false","0.197024","A2M (0.197024) CHDH"
"25801","20752.86714415","0.177722",,"0.177722","CHDH (0.177722) FAM160A1","false","0.177722","CHDH (0.177722) FAM160A1"
"25802","3107.23016551","0.180952",,"0.180952","CHDH (0.180952) HOMER2","false","0.180952","CHDH (0.180952) HOMER2"
"25803","10826.99662032","0.186222",,"0.186222","CHDH (0.186222) UGP2","false","0.186222","CHDH (0.186222) UGP2"
"25804","6116.43792367","0.186767",,"0.186767","CHDH (0.186767) IGSF8","false","0.186767","CHDH (0.186767) IGSF8"
"25805","18163.08409195","0.216997",,"0.216997","CHDH (0.216997) RAC3","false","0.216997","CHDH (0.216997) RAC3"
"25806","12481.48300972","0.175663",,"0.175663","AACS (0.175663) DBI","false","0.175663","AACS (0.175663) DBI"
"25807","11776.022682","0.177991",,"0.177991","AACS (0.177991) MARC2","false","0.177991","AACS (0.177991) MARC2"
"25808","1996.55747445","0.179917",,"0.179917","AACS (0.179917) G6PD","false","0.179917","AACS (0.179917) G6PD"
"25809","9567.56977425","0.180998",,"0.180998","AACS (0.180998) IDI1","false","0.180998","AACS (0.180998) IDI1"
"25810","8075.17186907","0.181183",,"0.181183","AACS (0.181183) BCAT2","false","0.181183","AACS (0.181183) BCAT2"
"25811","8426.0","0.184693",,"0.184693","AACS (0.184693) TTC36","false","0.184693","AACS (0.184693) TTC36"
"25812","2379.58579369","0.1927",,"0.1927","AACS (0.1927) FASN","false","0.1927","AACS (0.1927) FASN"
"25813","6851.52815098","0.221053",,"0.221053","AACS (0.221053) CYB5A","false","0.221053","AACS (0.221053) CYB5A"
"25814","22837.56077468","0.226032",,"0.226032","AACS (0.226032) LDHD","false","0.226032","AACS (0.226032) LDHD"
"25815","5904.70418566","0.236319",,"0.236319","AACS (0.236319) ACACA","false","0.236319","AACS (0.236319) ACACA"
"25816","9190.76227156","0.178225",,"0.178225","DBI (0.178225) IDH1","false","0.178225","DBI (0.178225) IDH1"
"25817","32048.71895766","0.187649",,"0.187649","MARC2 (0.187649) PXMP2","false","0.187649","MARC2 (0.187649) PXMP2"
"25818","19860.67751631","0.197213",,"0.197213","MARC2 (0.197213) NMD3","false","0.197213","MARC2 (0.197213) NMD3"
"25819","3945.72055411","0.21964",,"0.21964","G6PD (0.21964) MVD","false","0.21964","G6PD (0.21964) MVD"
"25820","2597.86098998","0.177536",,"0.177536","IDI1 (0.177536) NSUN2","false","0.177536","IDI1 (0.177536) NSUN2"
"25821","25164.53132309","0.175746",,"0.175746","BCAT2 (0.175746) C1orf198","false","0.175746","BCAT2 (0.175746) C1orf198"
"25822","1896.50376567","0.177223",,"0.177223","BCAT2 (0.177223) EYS","false","0.177223","BCAT2 (0.177223) EYS"
"25823","2483.40347594","0.178396",,"0.178396","BCAT2 (0.178396) HMGCL","false","0.178396","BCAT2 (0.178396) HMGCL"
"25824","10871.49442455","0.18253",,"0.18253","BCAT2 (0.18253) ETFA","false","0.18253","BCAT2 (0.18253) ETFA"
"25825","7823.48050084","0.264299",,"0.264299","BCAT2 (0.264299) BCKDHA","false","0.264299","BCAT2 (0.264299) BCKDHA"
"25826","2582.7080628","0.179193",,"0.179193","FASN (0.179193) MCCC1","false","0.179193","FASN (0.179193) MCCC1"
"25827","1875.36866289","0.1803",,"0.1803","FASN (0.1803) MAMDC4","false","0.1803","FASN (0.1803) MAMDC4"
"25828","5148.13966557","0.183938",,"0.183938","FASN (0.183938) PCCA","false","0.183938","FASN (0.183938) PCCA"
"25829","8426.0","0.185692",,"0.185692","FASN (0.185692) SRPX2","false","0.185692","FASN (0.185692) SRPX2"
"25830","30600.78086305","0.192553",,"0.192553","FASN (0.192553) LDHD","false","0.192553","FASN (0.192553) LDHD"
"25831","20412.76432523","0.219683",,"0.219683","FASN (0.219683) INSIG1","false","0.219683","FASN (0.219683) INSIG1"
"25832","20048.65019417","0.177476",,"0.177476","CYB5A (0.177476) GCDH","false","0.177476","CYB5A (0.177476) GCDH"
"25833","4142.55110061","0.177651",,"0.177651","CYB5A (0.177651) G6PD","false","0.177651","CYB5A (0.177651) G6PD"
"25834","14787.4146481","0.180028",,"0.180028","CYB5A (0.180028) PLEKHA1","false","0.180028","CYB5A (0.180028) PLEKHA1"
"25835","8059.00231093","0.180488",,"0.180488","CYB5A (0.180488) IDH1","false","0.180488","CYB5A (0.180488) IDH1"
"25836","8426.0","0.186081",,"0.186081","CYB5A (0.186081) RPAP3","false","0.186081","CYB5A (0.186081) RPAP3"
"25837","59437.82385736","0.194237",,"0.194237","CYB5A (0.194237) TPM3","false","0.194237","CYB5A (0.194237) TPM3"
"25838","6165.50528031","0.195025",,"0.195025","CYB5A (0.195025) DBI","false","0.195025","CYB5A (0.195025) DBI"
"25839","10298.63947174","0.209414",,"0.209414","CYB5A (0.209414) MCCC1","false","0.209414","CYB5A (0.209414) MCCC1"
"25840","17650.23680757","0.210785",,"0.210785","CYB5A (0.210785) RHOT1","false","0.210785","CYB5A (0.210785) RHOT1"
"25841","13546.10978971","0.227598",,"0.227598","CYB5A (0.227598) FASN","false","0.227598","CYB5A (0.227598) FASN"
"25842","52084.1478406","0.179217",,"0.179217","LDHD (0.179217) NDUFB5","false","0.179217","LDHD (0.179217) NDUFB5"
"25843","18252.06464122","0.183387",,"0.183387","LDHD (0.183387) OPLAH","false","0.183387","LDHD (0.183387) OPLAH"
"25844","9689.11460675","0.184472",,"0.184472","LDHD (0.184472) PCCB","false","0.184472","LDHD (0.184472) PCCB"
"25845","18692.78209296","0.196403",,"0.196403","LDHD (0.196403) PDK2","false","0.196403","LDHD (0.196403) PDK2"
"25846","19592.96322886","0.199029",,"0.199029","LDHD (0.199029) PXMP2","false","0.199029","LDHD (0.199029) PXMP2"
"25847","24181.97072975","0.201222",,"0.201222","LDHD (0.201222) UQCRC2","false","0.201222","LDHD (0.201222) UQCRC2"
"25848","1693.34429704","0.214305",,"0.214305","LDHD (0.214305) SYTL4","false","0.214305","LDHD (0.214305) SYTL4"
"25849","24968.44495751","0.220361",,"0.220361","LDHD (0.220361) SLC2A4","false","0.220361","LDHD (0.220361) SLC2A4"
"25850","12759.61982015","0.22322",,"0.22322","LDHD (0.22322) MPC1","false","0.22322","LDHD (0.22322) MPC1"
"25851","14502.5522539","0.234333",,"0.234333","LDHD (0.234333) MCCC2","false","0.234333","LDHD (0.234333) MCCC2"
"25852","11486.22781928","0.243323",,"0.243323","LDHD (0.243323) MCCC1","false","0.243323","LDHD (0.243323) MCCC1"
"25853","27700.06387713","0.176584",,"0.176584","ACACA (0.176584) PCYT2","false","0.176584","ACACA (0.176584) PCYT2"
"25854","6800.19335627","0.177138",,"0.177138","ACACA (0.177138) TKT","false","0.177138","ACACA (0.177138) TKT"
"25855","15273.85103392","0.179411",,"0.179411","ACACA (0.179411) SETD7","false","0.179411","ACACA (0.179411) SETD7"
"25856","8426.0","0.182613",,"0.182613","ACACA (0.182613) ACLY","false","0.182613","ACACA (0.182613) ACLY"
"25857","3059.81187686","0.18324",,"0.18324","ACACA (0.18324) ALPK3","false","0.18324","ACACA (0.18324) ALPK3"
"25858","25643.18602701","0.185101",,"0.185101","ACACA (0.185101) RHOT1","false","0.185101","ACACA (0.185101) RHOT1"
"25859","12759.17039073","0.188732",,"0.188732","ACACA (0.188732) BCKDHB","false","0.188732","ACACA (0.188732) BCKDHB"
"25860","34746.34748123","0.189343",,"0.189343","ACACA (0.189343) DOCK8","false","0.189343","ACACA (0.189343) DOCK8"
"25861","108975.96788332","0.192986",,"0.192986","ACACA (0.192986) ACAT2","false","0.192986","ACACA (0.192986) ACAT2"
"25862","4596.14310255","0.196431",,"0.196431","ACACA (0.196431) G6PD","false","0.196431","ACACA (0.196431) G6PD"
"25863","13384.07884432","0.198548",,"0.198548","ACACA (0.198548) GCHFR","false","0.198548","ACACA (0.198548) GCHFR"
"25864","5575.09433601","0.198865",,"0.198865","ACACA (0.198865) CHP1","false","0.198865","ACACA (0.198865) CHP1"
"25865","10620.87111506","0.206129",,"0.206129","ACACA (0.206129) FASN","false","0.206129","ACACA (0.206129) FASN"
"25866","6135.38216854","0.218103",,"0.218103","ACACA (0.218103) MCCC2","false","0.218103","ACACA (0.218103) MCCC2"
"25867","12159.888344","0.220493",,"0.220493","ACACA (0.220493) MCCC1","false","0.220493","ACACA (0.220493) MCCC1"
"25868","70428.81763448","0.221611",,"0.221611","ACACA (0.221611) LDHD","false","0.221611","ACACA (0.221611) LDHD"
"25869","6780.21081332","0.239434",,"0.239434","ACACA (0.239434) CYB5A","false","0.239434","ACACA (0.239434) CYB5A"
"25870","39065.42745019","0.175593",,"0.175593","AAGAB (0.175593) TM7SF2","false","0.175593","AAGAB (0.175593) TM7SF2"
"25871","23742.13053134","0.177978",,"0.177978","AAGAB (0.177978) ARPC2","false","0.177978","AAGAB (0.177978) ARPC2"
"25872","16848.0","0.179456",,"0.179456","AAGAB (0.179456) HACD3","false","0.179456","AAGAB (0.179456) HACD3"
"25873","8426.0","0.179378",,"0.179378","ARPC2 (0.179378) MAD2L1BP","false","0.179378","ARPC2 (0.179378) MAD2L1BP"
"25874","41741.38110511","0.199128",,"0.199128","ARPC2 (0.199128) GSTCD","false","0.199128","ARPC2 (0.199128) GSTCD"
"25875","40151.91243796","0.205124",,"0.205124","ARPC2 (0.205124) ILF2","false","0.205124","ARPC2 (0.205124) ILF2"
"25876","4482.21147002","0.178634",,"0.178634","AAK1 (0.178634) CCNF","false","0.178634","AAK1 (0.178634) CCNF"
"25877","10690.03209282","0.186132",,"0.186132","AAK1 (0.186132) SCO1","false","0.186132","AAK1 (0.186132) SCO1"
"25878","6731.26304778","0.177866",,"0.177866","CCNF (0.177866) FAT3","false","0.177866","CCNF (0.177866) FAT3"
"25879","8426.0","0.191907",,"0.191907","AAMDC (0.191907) AK1","false","0.191907","AAMDC (0.191907) AK1"
"25880","27192.63660294","0.17497",,"0.17497","AK1 (0.17497) UGP2","false","0.17497","AK1 (0.17497) UGP2"
"25881","11186.63555498","0.176843",,"0.176843","AK1 (0.176843) RGL3","false","0.176843","AK1 (0.176843) RGL3"
"25882","596.86364528","0.176064",,"0.176064","AAMP (0.176064) GRIPAP1","false","0.176064","AAMP (0.176064) GRIPAP1"
"25883","1836.10460085","0.178932",,"0.178932","AAMP (0.178932) UBXN1","false","0.178932","AAMP (0.178932) UBXN1"
"25884","904.40840013","0.189031",,"0.189031","AAMP (0.189031) EDF1","false","0.189031","AAMP (0.189031) EDF1"
"25885","1106.35616419","0.198373",,"0.198373","AAMP (0.198373) DNAJB2","false","0.198373","AAMP (0.198373) DNAJB2"
"25886","403.44093839","0.206835",,"0.206835","AAMP (0.206835) PPM1G","false","0.206835","AAMP (0.206835) PPM1G"
"25887","4196.47268757","0.228282",,"0.228282","AAMP (0.228282) SART1","false","0.228282","AAMP (0.228282) SART1"
"25888","1920.81587477","0.174888",,"0.174888","GRIPAP1 (0.174888) SAFB2","false","0.174888","GRIPAP1 (0.174888) SAFB2"
"25889","574.7606606","0.186546",,"0.186546","GRIPAP1 (0.186546) TFPT","false","0.186546","GRIPAP1 (0.186546) TFPT"
"25890","539.81082704","0.188508",,"0.188508","GRIPAP1 (0.188508) SCAMP3","false","0.188508","GRIPAP1 (0.188508) SCAMP3"
"25891","1019.63908849","0.190495",,"0.190495","GRIPAP1 (0.190495) SAFB","false","0.190495","GRIPAP1 (0.190495) SAFB"
"25892","439.77600215","0.204572",,"0.204572","GRIPAP1 (0.204572) SDF4","false","0.204572","GRIPAP1 (0.204572) SDF4"
"25893","985.66795586","0.226384",,"0.226384","GRIPAP1 (0.226384) UBXN1","false","0.226384","GRIPAP1 (0.226384) UBXN1"
"25894","2284.76008455","0.242082",,"0.242082","GRIPAP1 (0.242082) SART1","false","0.242082","GRIPAP1 (0.242082) SART1"
"25895","8426.0","0.174966",,"0.174966","EDF1 (0.174966) MRPS34","false","0.174966","EDF1 (0.174966) MRPS34"
"25896","2932.70309698","0.175399",,"0.175399","EDF1 (0.175399) NTMT1","false","0.175399","EDF1 (0.175399) NTMT1"
"25897","597.59716654","0.179473",,"0.179473","EDF1 (0.179473) PPM1G","false","0.179473","EDF1 (0.179473) PPM1G"
"25898","6374.81661216","0.187048",,"0.187048","EDF1 (0.187048) WBSCR22","false","0.187048","EDF1 (0.187048) WBSCR22"
"25899","7211.85439745","0.192402",,"0.192402","EDF1 (0.192402) TIMM44","false","0.192402","EDF1 (0.192402) TIMM44"
"25900","3944.77949005","0.193894",,"0.193894","EDF1 (0.193894) LRPAP1","false","0.193894","EDF1 (0.193894) LRPAP1"
"25901","8426.0","0.199786",,"0.199786","EDF1 (0.199786) LAMTOR4","false","0.199786","EDF1 (0.199786) LAMTOR4"
"25902","901.22852573","0.206334",,"0.206334","EDF1 (0.206334) SDF4","false","0.206334","EDF1 (0.206334) SDF4"
"25903","1445.2977512","0.218098",,"0.218098","EDF1 (0.218098) GADD45GIP1","false","0.218098","EDF1 (0.218098) GADD45GIP1"
"25904","7006.85973021","0.225628",,"0.225628","EDF1 (0.225628) FKBP2","false","0.225628","EDF1 (0.225628) FKBP2"
"25905","787.65977421","0.231353",,"0.231353","EDF1 (0.231353) FAM50A","false","0.231353","EDF1 (0.231353) FAM50A"
"25906","4301.71946766","0.234261",,"0.234261","EDF1 (0.234261) SART1","false","0.234261","EDF1 (0.234261) SART1"
"25907","499.88337671","0.256813",,"0.256813","EDF1 (0.256813) GRIPAP1","false","0.256813","EDF1 (0.256813) GRIPAP1"
"25908","1815.21209615","0.29237",,"0.29237","EDF1 (0.29237) UBXN1","false","0.29237","EDF1 (0.29237) UBXN1"
"25909","1197.45591948","0.174714",,"0.174714","DNAJB2 (0.174714) NOC2L","false","0.174714","DNAJB2 (0.174714) NOC2L"
"25910","4154.50404133","0.176662",,"0.176662","DNAJB2 (0.176662) NUDC","false","0.176662","DNAJB2 (0.176662) NUDC"
"25911","18968.69574687","0.179054",,"0.179054","DNAJB2 (0.179054) HCFC1R1","false","0.179054","DNAJB2 (0.179054) HCFC1R1"
"25912","6813.38582211","0.184472",,"0.184472","DNAJB2 (0.184472) PMVK","false","0.184472","DNAJB2 (0.184472) PMVK"
"25913","1348.34068343","0.192381",,"0.192381","DNAJB2 (0.192381) LEMD2","false","0.192381","DNAJB2 (0.192381) LEMD2"
"25914","8575.66128213","0.209451",,"0.209451","DNAJB2 (0.209451) SART1","false","0.209451","DNAJB2 (0.209451) SART1"
"25915","5188.08451057","0.175167",,"0.175167","PPM1G (0.175167) UPF3B","false","0.175167","PPM1G (0.175167) UPF3B"
"25916","8426.0","0.175742",,"0.175742","PPM1G (0.175742) PSIP1","false","0.175742","PPM1G (0.175742) PSIP1"
"25917","687.73767144","0.180819",,"0.180819","PPM1G (0.180819) PRKRIP1","false","0.180819","PPM1G (0.180819) PRKRIP1"
"25918","1404.09121905","0.183588",,"0.183588","PPM1G (0.183588) ZRSR2","false","0.183588","PPM1G (0.183588) ZRSR2"
"25919","2753.55564803","0.187681",,"0.187681","PPM1G (0.187681) ZFPL1","false","0.187681","PPM1G (0.187681) ZFPL1"
"25920","774.08875206","0.226717",,"0.226717","PPM1G (0.226717) SAFB","false","0.226717","PPM1G (0.226717) SAFB"
"25921","4471.83718357","0.249164",,"0.249164","PPM1G (0.249164) SART1","false","0.249164","PPM1G (0.249164) SART1"
"25922","8774.80494019","0.177565",,"0.177565","SART1 (0.177565) TNKS1BP1","false","0.177565","SART1 (0.177565) TNKS1BP1"
"25923","18262.99682881","0.183298",,"0.183298","SART1 (0.183298) STX10","false","0.183298","SART1 (0.183298) STX10"
"25924","16236.85137556","0.185149",,"0.185149","SART1 (0.185149) SLC39A7","false","0.185149","SART1 (0.185149) SLC39A7"
"25925","14295.4526776","0.190176",,"0.190176","SART1 (0.190176) TCEAL3","false","0.190176","SART1 (0.190176) TCEAL3"
"25926","5137.02763689","0.191853",,"0.191853","SART1 (0.191853) TFPT","false","0.191853","SART1 (0.191853) TFPT"
"25927","4793.73949727","0.208976",,"0.208976","SART1 (0.208976) SDF4","false","0.208976","SART1 (0.208976) SDF4"
"25928","30549.64636191","0.214357",,"0.214357","SART1 (0.214357) TIMM44","false","0.214357","SART1 (0.214357) TIMM44"
"25929","4238.48504979","0.215059",,"0.215059","SART1 (0.215059) SUGP1","false","0.215059","SART1 (0.215059) SUGP1"
"25930","3862.86791976","0.241825",,"0.241825","SART1 (0.241825) STX4","false","0.241825","SART1 (0.241825) STX4"
"25931","4887.55765623","0.24509",,"0.24509","SART1 (0.24509) SURF2","false","0.24509","SART1 (0.24509) SURF2"
"25932","7351.26313637","0.273064",,"0.273064","SART1 (0.273064) TSR2","false","0.273064","SART1 (0.273064) TSR2"
"25933","7257.79537816","0.281739",,"0.281739","SART1 (0.281739) TAF15","false","0.281739","SART1 (0.281739) TAF15"
"25934","7957.55377199","0.291611",,"0.291611","SART1 (0.291611) UBXN1","false","0.291611","SART1 (0.291611) UBXN1"
"25935","8426.0","0.196339",,"0.196339","AARS2 (0.196339) INTS6","false","0.196339","AARS2 (0.196339) INTS6"
"25936","2527.37568422","0.17504",,"0.17504","INTS6 (0.17504) SOX17","false","0.17504","INTS6 (0.17504) SOX17"
"25937","10003.48062046","0.176355",,"0.176355","INTS6 (0.176355) SCAF8","false","0.176355","INTS6 (0.176355) SCAF8"
"25938","28302.64563494","0.179996",,"0.179996","INTS6 (0.179996) ITPKC","false","0.179996","INTS6 (0.179996) ITPKC"
"25939","7196.31417722","0.198875",,"0.198875","INTS6 (0.198875) PAN3","false","0.198875","INTS6 (0.198875) PAN3"
"25940","14645.8298785","0.212478",,"0.212478","INTS6 (0.212478) ZBTB39","false","0.212478","INTS6 (0.212478) ZBTB39"
"25941","13619.16329336","0.219096",,"0.219096","INTS6 (0.219096) ZNF566","false","0.219096","INTS6 (0.219096) ZNF566"
"25942","3908.27397593","0.22773",,"0.22773","INTS6 (0.22773) PPIL4","false","0.22773","INTS6 (0.22773) PPIL4"
"25943","7638.46204603","0.267909",,"0.267909","INTS6 (0.267909) ZMYM5","false","0.267909","INTS6 (0.267909) ZMYM5"
"25944","8312.09150294","0.175377",,"0.175377","AASS (0.175377) PXMP2","false","0.175377","AASS (0.175377) PXMP2"
"25945","5053.38484643","0.178976",,"0.178976","AASS (0.178976) HADH","false","0.178976","AASS (0.178976) HADH"
"25946","6659.62142783","0.189691",,"0.189691","AASS (0.189691) CHP1","false","0.189691","AASS (0.189691) CHP1"
"25947","8426.0","0.197384",,"0.197384","AASS (0.197384) IRAK3","false","0.197384","AASS (0.197384) IRAK3"
"25948","10581.35180194","0.202244",,"0.202244","AASS (0.202244) ALDH6A1","false","0.202244","AASS (0.202244) ALDH6A1"
"25949","8487.67000582","0.210266",,"0.210266","AASS (0.210266) ITGB5","false","0.210266","AASS (0.210266) ITGB5"
"25950","15353.24650907","0.194001",,"0.194001","PXMP2 (0.194001) SDHB","false","0.194001","PXMP2 (0.194001) SDHB"
"25951","2177.68559046","0.201795",,"0.201795","PXMP2 (0.201795) VDAC2","false","0.201795","PXMP2 (0.201795) VDAC2"
"25952","2397.16610454","0.217148",,"0.217148","PXMP2 (0.217148) ST3GAL6","false","0.217148","PXMP2 (0.217148) ST3GAL6"
"25953","10027.03940921","0.219212",,"0.219212","PXMP2 (0.219212) UQCRH","false","0.219212","PXMP2 (0.219212) UQCRH"
"25954","15655.39958122","0.227254",,"0.227254","PXMP2 (0.227254) UQCRC2","false","0.227254","PXMP2 (0.227254) UQCRC2"
"25955","87165.49329108","0.238652",,"0.238652","PXMP2 (0.238652) STAT5A","false","0.238652","PXMP2 (0.238652) STAT5A"
"25956","1076.9820854","0.181967",,"0.181967","HADH (0.181967) PMM1","false","0.181967","HADH (0.181967) PMM1"
"25957","3818.22011342","0.184549",,"0.184549","HADH (0.184549) SLC2A4","false","0.184549","HADH (0.184549) SLC2A4"
"25958","2117.76261244","0.213376",,"0.213376","HADH (0.213376) PDK2","false","0.213376","HADH (0.213376) PDK2"
"25959","1178.02605754","0.248882",,"0.248882","HADH (0.248882) TMEM120A","false","0.248882","HADH (0.248882) TMEM120A"
"25960","11401.96656166","0.177042",,"0.177042","CHP1 (0.177042) DOCK8","false","0.177042","CHP1 (0.177042) DOCK8"
"25961","18841.79947766","0.179647",,"0.179647","CHP1 (0.179647) FAT3","false","0.179647","CHP1 (0.179647) FAT3"
"25962","39737.093289","0.190761",,"0.190761","CHP1 (0.190761) LDHD","false","0.190761","CHP1 (0.190761) LDHD"
"25963","4725.72408039","0.175146",,"0.175146","ALDH6A1 (0.175146) PCYT2","false","0.175146","ALDH6A1 (0.175146) PCYT2"
"25964","8531.27300213","0.176471",,"0.176471","ALDH6A1 (0.176471) BCAT2","false","0.176471","ALDH6A1 (0.176471) BCAT2"
"25965","10613.80915359","0.177267",,"0.177267","ALDH6A1 (0.177267) MCCC1","false","0.177267","ALDH6A1 (0.177267) MCCC1"
"25966","12391.0250194","0.183908",,"0.183908","ALDH6A1 (0.183908) DBT","false","0.183908","ALDH6A1 (0.183908) DBT"
"25967","13591.00341679","0.184448",,"0.184448","ALDH6A1 (0.184448) SDHD","false","0.184448","ALDH6A1 (0.184448) SDHD"
"25968","29484.38500437","0.185257",,"0.185257","ALDH6A1 (0.185257) FAM175B","false","0.185257","ALDH6A1 (0.185257) FAM175B"
"25969","7150.44690067","0.185394",,"0.185394","ALDH6A1 (0.185394) PDK2","false","0.185394","ALDH6A1 (0.185394) PDK2"
"25970","2179.09300998","0.185824",,"0.185824","ALDH6A1 (0.185824) CYC1","false","0.185824","ALDH6A1 (0.185824) CYC1"
"25971","3658.78015419","0.186807",,"0.186807","ALDH6A1 (0.186807) VDAC2","false","0.186807","ALDH6A1 (0.186807) VDAC2"
"25972","4183.07720384","0.18769",,"0.18769","ALDH6A1 (0.18769) TTC38","false","0.18769","ALDH6A1 (0.18769) TTC38"
"25973","9390.96367154","0.194615",,"0.194615","ALDH6A1 (0.194615) PDHA1","false","0.194615","ALDH6A1 (0.194615) PDHA1"
"25974","14547.02274145","0.201966",,"0.201966","ALDH6A1 (0.201966) GCDH","false","0.201966","ALDH6A1 (0.201966) GCDH"
"25975","2707.45052011","0.203198",,"0.203198","ALDH6A1 (0.203198) HADH","false","0.203198","ALDH6A1 (0.203198) HADH"
"25976","12251.510076","0.203301",,"0.203301","ALDH6A1 (0.203301) LDHD","false","0.203301","ALDH6A1 (0.203301) LDHD"
"25977","11752.0260624","0.213858",,"0.213858","ALDH6A1 (0.213858) HRSP12","false","0.213858","ALDH6A1 (0.213858) HRSP12"
"25978","1489.60249393","0.248659",,"0.248659","ALDH6A1 (0.248659) BCKDHA","false","0.248659","ALDH6A1 (0.248659) BCKDHA"
"25979","5272.27748228","0.180511",,"0.180511","ITGB5 (0.180511) SPTB","false","0.180511","ITGB5 (0.180511) SPTB"
"25980","8426.0","0.175693",,"0.175693","ABCA10 (0.175693) ADAM33","false","0.175693","ABCA10 (0.175693) ADAM33"
"25981","610.02290311","0.180424",,"0.180424","ABCA9 (0.180424) GALNT12","false","0.180424","ABCA9 (0.180424) GALNT12"
"25982","3714.28537677","0.192595",,"0.192595","ABCA9 (0.192595) TNXB","false","0.192595","ABCA9 (0.192595) TNXB"
"25983","4101.69172012","0.204473",,"0.204473","ABCA9 (0.204473) ACKR3","false","0.204473","ABCA9 (0.204473) ACKR3"
"25984","399.47443101","0.177376",,"0.177376","GALNT12 (0.177376) IGFBP6","false","0.177376","GALNT12 (0.177376) IGFBP6"
"25985","237.44774052","0.184384",,"0.184384","GALNT12 (0.184384) GFPT2","false","0.184384","GALNT12 (0.184384) GFPT2"
"25986","284.26591951","0.188798",,"0.188798","GALNT12 (0.188798) MEDAG","false","0.188798","GALNT12 (0.188798) MEDAG"
"25987","3144.26290552","0.1923",,"0.1923","GALNT12 (0.1923) RECK","false","0.1923","GALNT12 (0.1923) RECK"
"25988","2796.39995183","0.203717",,"0.203717","GALNT12 (0.203717) GAS7","false","0.203717","GALNT12 (0.203717) GAS7"
"25989","197.55753138","0.211093",,"0.211093","GALNT12 (0.211093) HTRA3","false","0.211093","GALNT12 (0.211093) HTRA3"
"25990","1974.09479642","0.212537",,"0.212537","GALNT12 (0.212537) TNXB","false","0.212537","GALNT12 (0.212537) TNXB"
"25991","303.91539562","0.220477",,"0.220477","GALNT12 (0.220477) PTGIS","false","0.220477","GALNT12 (0.220477) PTGIS"
"25992","115579.94127052","0.176665",,"0.176665","ACKR3 (0.176665) FBLN2","false","0.176665","ACKR3 (0.176665) FBLN2"
"25993","4753.6952435","0.178889",,"0.178889","ACKR3 (0.178889) GALNT12","false","0.178889","ACKR3 (0.178889) GALNT12"
"25994","11224.78618456","0.181496",,"0.181496","ACKR3 (0.181496) DBN1","false","0.181496","ACKR3 (0.181496) DBN1"
"25995","51402.90317014","0.184615",,"0.184615","ACKR3 (0.184615) CDON","false","0.184615","ACKR3 (0.184615) CDON"
"25996","1371.32154794","0.186946",,"0.186946","ACKR3 (0.186946) HTRA3","false","0.186946","ACKR3 (0.186946) HTRA3"
"25997","7455.70464999","0.192409",,"0.192409","ACKR3 (0.192409) ADAMTSL4","false","0.192409","ACKR3 (0.192409) ADAMTSL4"
"25998","7821.30578169","0.194359",,"0.194359","ACKR3 (0.194359) PODN","false","0.194359","ACKR3 (0.194359) PODN"
"25999","6618.15708415","0.195163",,"0.195163","ACKR3 (0.195163) C1R","false","0.195163","ACKR3 (0.195163) C1R"
"26000","3158.35295148","0.195551",,"0.195551","ACKR3 (0.195551) MEDAG","false","0.195551","ACKR3 (0.195551) MEDAG"
"26001","10225.91692697","0.196276",,"0.196276","ACKR3 (0.196276) THBS3","false","0.196276","ACKR3 (0.196276) THBS3"
"26002","5951.0303441","0.201064",,"0.201064","ACKR3 (0.201064) PTGIS","false","0.201064","ACKR3 (0.201064) PTGIS"
"26003","6474.00483933","0.206457",,"0.206457","ACKR3 (0.206457) TNXB","false","0.206457","ACKR3 (0.206457) TNXB"
"26004","7930.46698616","0.207434",,"0.207434","ACKR3 (0.207434) DNM1","false","0.207434","ACKR3 (0.207434) DNM1"
"26005","1752.2339345","0.215703",,"0.215703","ACKR3 (0.215703) GFPT2","false","0.215703","ACKR3 (0.215703) GFPT2"
"26006","1915.48368948","0.216857",,"0.216857","ACKR3 (0.216857) C17orf58","false","0.216857","ACKR3 (0.216857) C17orf58"
"26007","8856.81484713","0.218351",,"0.218351","ACKR3 (0.218351) SSC5D","false","0.218351","ACKR3 (0.218351) SSC5D"
"26008","2142.79613326","0.231255",,"0.231255","ACKR3 (0.231255) EMP3","false","0.231255","ACKR3 (0.231255) EMP3"
"26009","3730.31586691","0.235918",,"0.235918","ACKR3 (0.235918) IGFBP6","false","0.235918","ACKR3 (0.235918) IGFBP6"
"26010","1868.54524705","0.243405",,"0.243405","ACKR3 (0.243405) TPPP3","false","0.243405","ACKR3 (0.243405) TPPP3"
"26011","2842.5103309","0.293065",,"0.293065","ACKR3 (0.293065) ADGRD1","false","0.293065","ACKR3 (0.293065) ADGRD1"
"26012","2173.22688956","0.331544",,"0.331544","ACKR3 (0.331544) CLEC3B","false","0.331544","ACKR3 (0.331544) CLEC3B"
"26013","8426.0","0.177607",,"0.177607","ABCB10 (0.177607) ARHGAP32","false","0.177607","ABCB10 (0.177607) ARHGAP32"
"26014","6038.30394519","0.177948",,"0.177948","ABCB10 (0.177948) CPOX","false","0.177948","ABCB10 (0.177948) CPOX"
"26015","9950.41694943","0.200397",,"0.200397","ABCB10 (0.200397) TMEM106B","false","0.200397","ABCB10 (0.200397) TMEM106B"
