"SUID","EdgeBetweenness","interaction","MI sano","MI_","name","selected","shared interaction","shared name"
"29043","7855.12933892","0.179319",,"0.179319","AHCTF1 (0.179319) PFDN6","false","0.179319","AHCTF1 (0.179319) PFDN6"
"29044","570.87066108","0.192399",,"0.192399","AHCTF1 (0.192399) SAP18","false","0.192399","AHCTF1 (0.192399) SAP18"
"29045","19537.73633336","0.175564",,"0.175564","PFDN6 (0.175564) SNRPD3","false","0.175564","PFDN6 (0.175564) SNRPD3"
"29046","2719.3045705","0.180035",,"0.180035","PFDN6 (0.180035) SSB","false","0.180035","PFDN6 (0.180035) SSB"
"29047","557.00508915","0.18171",,"0.18171","PFDN6 (0.18171) SUGP1","false","0.18171","PFDN6 (0.18171) SUGP1"
"29048","17622.89733093","0.184767",,"0.184767","PFDN6 (0.184767) SAP18","false","0.184767","PFDN6 (0.184767) SAP18"
"29049","21407.10375282","0.187615",,"0.187615","PFDN6 (0.187615) STX10","false","0.187615","PFDN6 (0.187615) STX10"
"29050","17094.82337205","0.194844",,"0.194844","PFDN6 (0.194844) SART1","false","0.194844","PFDN6 (0.194844) SART1"
"29051","9564.94001698","0.195172",,"0.195172","PFDN6 (0.195172) POLR2F","false","0.195172","PFDN6 (0.195172) POLR2F"
"29052","48658.1840391","0.195633",,"0.195633","PFDN6 (0.195633) PHF14","false","0.195633","PFDN6 (0.195633) PHF14"
"29053","14009.01652818","0.202851",,"0.202851","PFDN6 (0.202851) PPIB","false","0.202851","PFDN6 (0.202851) PPIB"
"29054","3449.5604582","0.205653",,"0.205653","PFDN6 (0.205653) SURF2","false","0.205653","PFDN6 (0.205653) SURF2"
"29055","15537.92393945","0.208661",,"0.208661","PFDN6 (0.208661) TIMM44","false","0.208661","PFDN6 (0.208661) TIMM44"
"29056","11381.96564541","0.213955",,"0.213955","PFDN6 (0.213955) PPIG","false","0.213955","PFDN6 (0.213955) PPIG"
"29057","27890.88978264","0.219877",,"0.219877","PFDN6 (0.219877) ZBTB8OS","false","0.219877","PFDN6 (0.219877) ZBTB8OS"
"29058","4196.21815345","0.234412",,"0.234412","PFDN6 (0.234412) WBSCR22","false","0.234412","PFDN6 (0.234412) WBSCR22"
"29059","7242.19974747","0.23659",,"0.23659","PFDN6 (0.23659) SHFM1","false","0.23659","PFDN6 (0.23659) SHFM1"
"29060","16848.0","0.181292",,"0.181292","SAP18 (0.181292) UCK1","false","0.181292","SAP18 (0.181292) UCK1"
"29061","12386.43951497","0.204263",,"0.204263","SAP18 (0.204263) WBSCR22","false","0.204263","SAP18 (0.204263) WBSCR22"
"29062","8426.0","0.182779",,"0.182779","AHDC1 (0.182779) PPIG","false","0.182779","AHDC1 (0.182779) PPIG"
"29063","6950.36455349","0.174965",,"0.174965","PPIG (0.174965) SHFM1","false","0.174965","PPIG (0.174965) SHFM1"
"29064","9854.90993358","0.18186",,"0.18186","PPIG (0.18186) SURF2","false","0.18186","PPIG (0.18186) SURF2"
"29065","6297.6146282","0.186245",,"0.186245","PPIG (0.186245) RTF1","false","0.186245","PPIG (0.186245) RTF1"
"29066","2076.9686763","0.192462",,"0.192462","PPIG (0.192462) SUPT5H","false","0.192462","PPIG (0.192462) SUPT5H"
"29067","2539.47239149","0.197339",,"0.197339","PPIG (0.197339) RBMX2","false","0.197339","PPIG (0.197339) RBMX2"
"29068","3531.02343629","0.22014",,"0.22014","PPIG (0.22014) ZRSR2","false","0.22014","PPIG (0.22014) ZRSR2"
"29069","19314.51285033","0.276063",,"0.276063","PPIG (0.276063) TIMM44","false","0.276063","PPIG (0.276063) TIMM44"
"29070","676.23950172","0.200415",,"0.200415","AHI1 (0.200415) PELI1","false","0.200415","AHI1 (0.200415) PELI1"
"29071","7828.62708953","0.208104",,"0.208104","AHI1 (0.208104) WEE1","false","0.208104","AHI1 (0.208104) WEE1"
"29072","2618.7464947","0.174746",,"0.174746","PELI1 (0.174746) SKIL","false","0.174746","PELI1 (0.174746) SKIL"
"29073","8694.26491504","0.180916",,"0.180916","PELI1 (0.180916) TSC22D2","false","0.180916","PELI1 (0.180916) TSC22D2"
"29074","3617.40421412","0.17473",,"0.17473","WEE1 (0.17473) YTHDF3","false","0.17473","WEE1 (0.17473) YTHDF3"
"29075","3368.41118755","0.177596",,"0.177596","WEE1 (0.177596) ZNF561","false","0.177596","WEE1 (0.177596) ZNF561"
"29076","6067.2617938","0.211523",,"0.211523","WEE1 (0.211523) ZBTB21","false","0.211523","WEE1 (0.211523) ZBTB21"
"29077","1682.15541054","0.174682",,"0.174682","AHNAK (0.174682) HMBOX1","false","0.174682","AHNAK (0.174682) HMBOX1"
"29078","186.54318412","0.188965",,"0.188965","AHNAK (0.188965) EIF2AK2","false","0.188965","AHNAK (0.188965) EIF2AK2"
"29079","6557.30140533","0.191387",,"0.191387","AHNAK (0.191387) LNPEP","false","0.191387","AHNAK (0.191387) LNPEP"
"29080","20871.65705408","0.182728",,"0.182728","AHSA1 (0.182728) ECHDC1","false","0.182728","AHSA1 (0.182728) ECHDC1"
"29081","12600.94305697","0.249705",,"0.249705","AHSA1 (0.249705) STIP1","false","0.249705","AHSA1 (0.249705) STIP1"
"29082","84080.0","0.175687",,"0.175687","ECHDC1 (0.175687) TIAF1","false","0.175687","ECHDC1 (0.175687) TIAF1"
"29083","50686.80624822","0.176758",,"0.176758","ECHDC1 (0.176758) NDUFS1","false","0.176758","ECHDC1 (0.176758) NDUFS1"
"29084","33680.0","0.181724",,"0.181724","ECHDC1 (0.181724) KIAA0930","false","0.181724","ECHDC1 (0.181724) KIAA0930"
"29085","8426.0","0.181981",,"0.181981","ECHDC1 (0.181981) SPHK2","false","0.181981","ECHDC1 (0.181981) SPHK2"
"29086","68281.0970404","0.184503",,"0.184503","ECHDC1 (0.184503) NHP2L1","false","0.184503","ECHDC1 (0.184503) NHP2L1"
"29087","80435.18031283","0.187206",,"0.187206","ECHDC1 (0.187206) LDHD","false","0.187206","ECHDC1 (0.187206) LDHD"
"29088","2.0","0.198747",,,"AHSA2 (0.198747) C2orf74","false","0.198747","AHSA2 (0.198747) C2orf74"
"29089","1168.73720795","0.178306",,"0.178306","AIDA (0.178306) GNPAT","false","0.178306","AIDA (0.178306) GNPAT"
"29090","4402.94887366","0.181607",,"0.181607","AIDA (0.181607) MTHFD1","false","0.181607","AIDA (0.181607) MTHFD1"
"29091","4801.23230309","0.195636",,"0.195636","AIDA (0.195636) TFAP2A","false","0.195636","AIDA (0.195636) TFAP2A"
"29092","7757.54309531","0.207753",,"0.207753","GNPAT (0.207753) GPI","false","0.207753","GNPAT (0.207753) GPI"
"29093","8426.0","0.178567",,"0.178567","TFAP2A (0.178567) ZEB2","false","0.178567","TFAP2A (0.178567) ZEB2"
"29094","2558.55166978","0.191836",,"0.191836","TFAP2A (0.191836) TMPRSS2","false","0.191836","TFAP2A (0.191836) TMPRSS2"
"29095","17629.87456487","0.179377",,"0.179377","AIFM1 (0.179377) SIL1","false","0.179377","AIFM1 (0.179377) SIL1"
"29096","18725.67595538","0.205737",,"0.205737","AIFM1 (0.205737) NDUFA13","false","0.205737","AIFM1 (0.205737) NDUFA13"
"29097","7715.20262859","0.207594",,"0.207594","AIFM1 (0.207594) LONP1","false","0.207594","AIFM1 (0.207594) LONP1"
"29098","8426.0","0.174864",,"0.174864","NDUFA13 (0.174864) SECISBP2L","false","0.174864","NDUFA13 (0.174864) SECISBP2L"
"29099","8426.0","0.174877",,"0.174877","NDUFA13 (0.174877) SNAPC5","false","0.174877","NDUFA13 (0.174877) SNAPC5"
"29100","5431.45035062","0.181697",,"0.181697","NDUFA13 (0.181697) PHPT1","false","0.181697","NDUFA13 (0.181697) PHPT1"
"29101","35370.89316286","0.181699",,"0.181699","NDUFA13 (0.181699) PSMB6","false","0.181699","NDUFA13 (0.181699) PSMB6"
"29102","39938.87373036","0.184628",,"0.184628","NDUFA13 (0.184628) PPIB","false","0.184628","NDUFA13 (0.184628) PPIB"
"29103","18539.25827546","0.187096",,"0.187096","NDUFA13 (0.187096) PFDN2","false","0.187096","NDUFA13 (0.187096) PFDN2"
"29104","40444.06654024","0.188054",,"0.188054","NDUFA13 (0.188054) TMED1","false","0.188054","NDUFA13 (0.188054) TMED1"
"29105","9742.3329308","0.191369",,"0.191369","NDUFA13 (0.191369) UBL5","false","0.191369","NDUFA13 (0.191369) UBL5"
"29106","51569.93446803","0.220704",,"0.220704","NDUFA13 (0.220704) TIMM44","false","0.220704","NDUFA13 (0.220704) TIMM44"
"29107","17159.5019978","0.242069",,"0.242069","NDUFA13 (0.242069) POLR3GL","false","0.242069","NDUFA13 (0.242069) POLR3GL"
"29108","2049.11831023","0.180503",,"0.180503","COX7A1 (0.180503) TNIP1","false","0.180503","COX7A1 (0.180503) TNIP1"
"29109","817.77384637","0.18289",,"0.18289","COX7A1 (0.18289) SORBS1","false","0.18289","COX7A1 (0.18289) SORBS1"
"29110","1048.4574006","0.186673",,"0.186673","COX7A1 (0.186673) YWHAG","false","0.186673","COX7A1 (0.186673) YWHAG"
"29111","1336.74900484","0.188947",,"0.188947","COX7A1 (0.188947) FADS3","false","0.188947","COX7A1 (0.188947) FADS3"
"29112","1510.53714802","0.190654",,"0.190654","COX7A1 (0.190654) SYNPO","false","0.190654","COX7A1 (0.190654) SYNPO"
"29113","856.36782264","0.192661",,"0.192661","COX7A1 (0.192661) GCOM1","false","0.192661","COX7A1 (0.192661) GCOM1"
"29114","2669.23964678","0.252495",,"0.252495","COX7A1 (0.252495) DDR2","false","0.252495","COX7A1 (0.252495) DDR2"
"29115","14934.65976785","0.176679",,"0.176679","VKORC1L1 (0.176679) VLDLR","false","0.176679","VKORC1L1 (0.176679) VLDLR"
"29116","1447.61201446","0.202127",,"0.202127","VKORC1L1 (0.202127) YWHAG","false","0.202127","VKORC1L1 (0.202127) YWHAG"
"29117","8448.60198673","0.178238",,"0.178238","AIG1 (0.178238) DMXL1","false","0.178238","AIG1 (0.178238) DMXL1"
"29118","8426.0","0.187286",,"0.187286","AIG1 (0.187286) LEPROTL1","false","0.187286","AIG1 (0.187286) LEPROTL1"
"29119","25167.01096011","0.193159",,"0.193159","AIG1 (0.193159) ITGB1","false","0.193159","AIG1 (0.193159) ITGB1"
"29120","8426.0","0.175386",,"0.175386","ITGB1 (0.175386) PGD","false","0.175386","ITGB1 (0.175386) PGD"
"29121","21135.10870962","0.17667",,"0.17667","ITGB1 (0.17667) MITF","false","0.17667","ITGB1 (0.17667) MITF"
"29122","7170.41227247","0.178183",,"0.178183","ITGB1 (0.178183) NKAPL","false","0.178183","ITGB1 (0.178183) NKAPL"
"29123","8792.79725415","0.182925",,"0.182925","ITGB1 (0.182925) STARD3","false","0.182925","ITGB1 (0.182925) STARD3"
"29124","16848.0","0.187317",,"0.187317","ITGB1 (0.187317) SMAP1","false","0.187317","ITGB1 (0.187317) SMAP1"
"29125","8426.0","0.177794",,"0.177794","AIMP1 (0.177794) PSMD4","false","0.177794","AIMP1 (0.177794) PSMD4"
"29126","12398.35072642","0.188162",,"0.188162","PSMD4 (0.188162) TTLL13P","false","0.188162","PSMD4 (0.188162) TTLL13P"
"29127","9328.42886648","0.224951",,"0.224951","RGL3 (0.224951) TMCO4","false","0.224951","RGL3 (0.224951) TMCO4"
"29128","9651.00392814","0.176267",,"0.176267","AK4 (0.176267) CBFA2T3","false","0.176267","AK4 (0.176267) CBFA2T3"
"29129","2477.99377566","0.182151",,"0.182151","AK4 (0.182151) TMEM140","false","0.182151","AK4 (0.182151) TMEM140"
"29130","27507.27796929","0.184459",,"0.184459","AK4 (0.184459) GRHL2","false","0.184459","AK4 (0.184459) GRHL2"
"29131","13092.60902288","0.189615",,"0.189615","AK4 (0.189615) DENND4C","false","0.189615","AK4 (0.189615) DENND4C"
"29132","5013.03897932","0.1902",,"0.1902","AK4 (0.1902) VPS39","false","0.1902","AK4 (0.1902) VPS39"
"29133","26314.38177363","0.210146",,"0.210146","AK4 (0.210146) PTPRM","false","0.210146","AK4 (0.210146) PTPRM"
"29134","7269.62971468","0.210514",,"0.210514","AK4 (0.210514) NINJ2","false","0.210514","AK4 (0.210514) NINJ2"
"29135","24122.29038872","0.218679",,"0.218679","AK4 (0.218679) FEZ2","false","0.218679","AK4 (0.218679) FEZ2"
"29136","38104.04630203","0.178804",,"0.178804","CBFA2T3 (0.178804) ZNF423","false","0.178804","CBFA2T3 (0.178804) ZNF423"
"29137","3901.51277779","0.181678",,"0.181678","CBFA2T3 (0.181678) ERMP1","false","0.181678","CBFA2T3 (0.181678) ERMP1"
"29138","1922.54595973","0.18854",,"0.18854","CBFA2T3 (0.18854) MCM9","false","0.18854","CBFA2T3 (0.18854) MCM9"
"29139","7791.3287299","0.189247",,"0.189247","CBFA2T3 (0.189247) VPS39","false","0.189247","CBFA2T3 (0.189247) VPS39"
"29140","8426.0","0.17846",,"0.17846","DENND4C (0.17846) FZD3","false","0.17846","DENND4C (0.17846) FZD3"
"29141","6336.31300815","0.179482",,"0.179482","DENND4C (0.179482) RPE","false","0.179482","DENND4C (0.179482) RPE"
"29142","10247.06624637","0.180822",,"0.180822","DENND4C (0.180822) IRX1","false","0.180822","DENND4C (0.180822) IRX1"
"29143","1506.71345648","0.185777",,"0.185777","NINJ2 (0.185777) PSMA7","false","0.185777","NINJ2 (0.185777) PSMA7"
"29144","23051.58761681","0.175683",,"0.175683","FEZ2 (0.175683) KIF1C","false","0.175683","FEZ2 (0.175683) KIF1C"
"29145","61901.42736317","0.176563",,"0.176563","FEZ2 (0.176563) KEAP1","false","0.176563","FEZ2 (0.176563) KEAP1"
"29146","48890.51843978","0.178122",,"0.178122","FEZ2 (0.178122) UGP2","false","0.178122","FEZ2 (0.178122) UGP2"
"29147","33428.32167346","0.179193",,"0.179193","FEZ2 (0.179193) FXR2","false","0.179193","FEZ2 (0.179193) FXR2"
"29148","16848.0","0.192315",,"0.192315","FEZ2 (0.192315) LMCD1","false","0.192315","FEZ2 (0.192315) LMCD1"
"29149","13080.67509582","0.194494",,"0.194494","FEZ2 (0.194494) PCNT","false","0.194494","FEZ2 (0.194494) PCNT"
"29150","27598.87376671","0.197477",,"0.197477","FEZ2 (0.197477) PSMD7","false","0.197477","FEZ2 (0.197477) PSMD7"
"29151","15463.88133872","0.199575",,"0.199575","FEZ2 (0.199575) NEK7","false","0.199575","FEZ2 (0.199575) NEK7"
"29152","17781.57006462","0.202307",,"0.202307","FEZ2 (0.202307) SLC25A4","false","0.202307","FEZ2 (0.202307) SLC25A4"
"29153","15021.41829381","0.213585",,"0.213585","FEZ2 (0.213585) SYNPO","false","0.213585","FEZ2 (0.213585) SYNPO"
"29154","7947.22804174","0.228657",,"0.228657","FEZ2 (0.228657) UBE2G1","false","0.228657","FEZ2 (0.228657) UBE2G1"
"29155","12765.04335686","0.179283",,"0.179283","AKAP11 (0.179283) NBEAL1","false","0.179283","AKAP11 (0.179283) NBEAL1"
"29156","9471.60301508","0.199137",,"0.199137","AKAP11 (0.199137) NR3C1","false","0.199137","AKAP11 (0.199137) NR3C1"
"29157","4501.37533482","0.181396",,"0.181396","NBEAL1 (0.181396) WDFY2","false","0.181396","NBEAL1 (0.181396) WDFY2"
"29158","6879.08475176","0.182584",,"0.182584","NBEAL1 (0.182584) PHIP","false","0.182584","NBEAL1 (0.182584) PHIP"
"29159","1791.65570325","0.197445",,"0.197445","NBEAL1 (0.197445) PTPN14","false","0.197445","NBEAL1 (0.197445) PTPN14"
"29160","4907.15964399","0.274375",,"0.274375","NBEAL1 (0.274375) UBXN7","false","0.274375","NBEAL1 (0.274375) UBXN7"
"29161","440.30621647","0.185513",,"0.185513","NR3C1 (0.185513) S100A14","false","0.185513","NR3C1 (0.185513) S100A14"
"29162","14718.02563986","0.207341",,"0.207341","NR3C1 (0.207341) PDS5B","false","0.207341","NR3C1 (0.207341) PDS5B"
"29163","2.0","0.185218",,,"AKAP17A (0.185218) PPP1R12C","false","0.185218","AKAP17A (0.185218) PPP1R12C"
"29164","11523.80345948","0.180384",,"0.180384","AKAP2 (0.180384) RPL35A","false","0.180384","AKAP2 (0.180384) RPL35A"
"29165","20377.20368266","0.18527",,"0.18527","AKAP2 (0.18527) BTBD6","false","0.18527","AKAP2 (0.18527) BTBD6"
"29166","1345.25475659","0.211137",,"0.211137","AKAP2 (0.211137) CLMP","false","0.211137","AKAP2 (0.211137) CLMP"
"29167","2.0","0.59188",,"0.59188","AKAP2 (0.59188) PALM2-AKAP2","false","0.59188","AKAP2 (0.59188) PALM2-AKAP2"
"29168","8743.06213191","0.188872",,"0.188872","RPL35A (0.188872) SEC22B","false","0.188872","RPL35A (0.188872) SEC22B"
"29169","1345.25475659","0.185837",,"0.185837","CLMP (0.185837) PALM2-AKAP2","false","0.185837","CLMP (0.185837) PALM2-AKAP2"
"29170","7042.81275858","0.242083",,"0.242083","CLMP (0.242083) DDR2","false","0.242083","CLMP (0.242083) DDR2"
"29171","11523.80345948","0.180548",,"0.180548","PALM2-AKAP2 (0.180548) RPL35A","false","0.180548","PALM2-AKAP2 (0.180548) RPL35A"
"29172","7840.14822335","0.183096",,"0.183096","AKAP8 (0.183096) ZNF780A","false","0.183096","AKAP8 (0.183096) ZNF780A"
"29173","2487.71427952","0.187322",,"0.187322","AKAP8 (0.187322) WAPAL","false","0.187322","AKAP8 (0.187322) WAPAL"
"29174","3865.97815317","0.191335",,"0.191335","WAPAL (0.191335) ZNF549","false","0.191335","WAPAL (0.191335) ZNF549"
"29175","3701.40640522","0.176753",,"0.176753","AKIRIN1 (0.176753) MIDN","false","0.176753","AKIRIN1 (0.176753) MIDN"
"29176","5288.93898211","0.176754",,"0.176754","AKIRIN1 (0.176754) SERTAD1","false","0.176754","AKIRIN1 (0.176754) SERTAD1"
"29177","1288.54763411","0.1772",,"0.1772","AKIRIN1 (0.1772) KLF10","false","0.1772","AKIRIN1 (0.1772) KLF10"
"29178","2642.65527532","0.180426",,"0.180426","AKIRIN1 (0.180426) IFFO2","false","0.180426","AKIRIN1 (0.180426) IFFO2"
"29179","8426.0","0.182342",,"0.182342","AKIRIN1 (0.182342) ISG20L2","false","0.182342","AKIRIN1 (0.182342) ISG20L2"
"29180","1197.83424546","0.183747",,"0.183747","AKIRIN1 (0.183747) RBMXL1","false","0.183747","AKIRIN1 (0.183747) RBMXL1"
"29181","4655.58634729","0.183992",,"0.183992","AKIRIN1 (0.183992) ZKSCAN4","false","0.183992","AKIRIN1 (0.183992) ZKSCAN4"
"29182","8426.0","0.184449",,"0.184449","AKIRIN1 (0.184449) C12orf76","false","0.184449","AKIRIN1 (0.184449) C12orf76"
"29183","1944.09937144","0.186153",,"0.186153","AKIRIN1 (0.186153) DUSP14","false","0.186153","AKIRIN1 (0.186153) DUSP14"
"29184","2924.46554225","0.18838",,"0.18838","AKIRIN1 (0.18838) NRAS","false","0.18838","AKIRIN1 (0.18838) NRAS"
"29185","2961.47157799","0.196537",,"0.196537","AKIRIN1 (0.196537) TNFRSF12A","false","0.196537","AKIRIN1 (0.196537) TNFRSF12A"
"29186","4941.01070303","0.198633",,"0.198633","AKIRIN1 (0.198633) ETF1","false","0.198633","AKIRIN1 (0.198633) ETF1"
"29187","26383.06522169","0.209024",,"0.209024","AKIRIN1 (0.209024) RNF41","false","0.209024","AKIRIN1 (0.209024) RNF41"
"29188","4331.6927157","0.213632",,"0.213632","AKIRIN1 (0.213632) PCSK7","false","0.213632","AKIRIN1 (0.213632) PCSK7"
"29189","3825.37517262","0.214624",,"0.214624","AKIRIN1 (0.214624) FOSL1","false","0.214624","AKIRIN1 (0.214624) FOSL1"
"29190","11139.9956593","0.216471",,"0.216471","AKIRIN1 (0.216471) PLK3","false","0.216471","AKIRIN1 (0.216471) PLK3"
"29191","1368.95812175","0.228913",,"0.228913","AKIRIN1 (0.228913) MIR22HG","false","0.228913","AKIRIN1 (0.228913) MIR22HG"
"29192","1017.62035425","0.263071",,"0.263071","AKIRIN1 (0.263071) SRF","false","0.263071","AKIRIN1 (0.263071) SRF"
"29193","467.14842278","0.177229",,"0.177229","IFFO2 (0.177229) RAB32","false","0.177229","IFFO2 (0.177229) RAB32"
"29194","667.01600614","0.178065",,"0.178065","IFFO2 (0.178065) LRRC8E","false","0.178065","IFFO2 (0.178065) LRRC8E"
"29195","1369.07277594","0.178428",,"0.178428","IFFO2 (0.178428) ZBTB34","false","0.178428","IFFO2 (0.178428) ZBTB34"
"29196","1379.39628657","0.180133",,"0.180133","IFFO2 (0.180133) LUZP1","false","0.180133","IFFO2 (0.180133) LUZP1"
"29197","265.63890517","0.181309",,"0.181309","IFFO2 (0.181309) TOE1","false","0.181309","IFFO2 (0.181309) TOE1"
"29198","2001.34913098","0.181471",,"0.181471","IFFO2 (0.181471) PER2","false","0.181471","IFFO2 (0.181471) PER2"
"29199","470.76785252","0.186148",,"0.186148","IFFO2 (0.186148) LDLR","false","0.186148","IFFO2 (0.186148) LDLR"
"29200","5679.46112321","0.189345",,"0.189345","IFFO2 (0.189345) TSC22D2","false","0.189345","IFFO2 (0.189345) TSC22D2"
"29201","5701.66786582","0.203132",,"0.203132","IFFO2 (0.203132) SPATA2L","false","0.203132","IFFO2 (0.203132) SPATA2L"
"29202","382.88626547","0.214567",,"0.214567","IFFO2 (0.214567) SRF","false","0.214567","IFFO2 (0.214567) SRF"
"29203","1812.91202547","0.229196",,"0.229196","IFFO2 (0.229196) PLK3","false","0.229196","IFFO2 (0.229196) PLK3"
"29204","4246.99561415","0.243521",,"0.243521","IFFO2 (0.243521) STK17A","false","0.243521","IFFO2 (0.243521) STK17A"
"29205","351.87060903","0.271086",,"0.271086","IFFO2 (0.271086) TNFRSF12A","false","0.271086","IFFO2 (0.271086) TNFRSF12A"
"29206","3311.8416868","0.282545",,"0.282545","IFFO2 (0.282545) ZBTB21","false","0.282545","IFFO2 (0.282545) ZBTB21"
"29207","837.53086728","0.179109",,"0.179109","RBMXL1 (0.179109) SERTAD3","false","0.179109","RBMXL1 (0.179109) SERTAD3"
"29208","3967.91735463","0.181325",,"0.181325","RBMXL1 (0.181325) ZC3H12A","false","0.181325","RBMXL1 (0.181325) ZC3H12A"
"29209","1237.1210127","0.230398",,"0.230398","RBMXL1 (0.230398) SERTAD1","false","0.230398","RBMXL1 (0.230398) SERTAD1"
"29210","2919.90881326","0.184005",,"0.184005","ETF1 (0.184005) SRF","false","0.184005","ETF1 (0.184005) SRF"
"29211","8426.0","0.191405",,"0.191405","ETF1 (0.191405) PRR12","false","0.191405","ETF1 (0.191405) PRR12"
"29212","3516.8366706","0.193084",,"0.193084","ETF1 (0.193084) XKR8","false","0.193084","ETF1 (0.193084) XKR8"
"29213","4290.31905426","0.213326",,"0.213326","ETF1 (0.213326) NIP7","false","0.213326","ETF1 (0.213326) NIP7"
"29214","3373.56272422","0.232343",,"0.232343","ETF1 (0.232343) MIR22HG","false","0.232343","ETF1 (0.232343) MIR22HG"
"29215","6103.72728934","0.174772",,"0.174772","RNF41 (0.174772) SNX5","false","0.174772","RNF41 (0.174772) SNX5"
"29216","9300.85084096","0.176819",,"0.176819","RNF41 (0.176819) SKIL","false","0.176819","RNF41 (0.176819) SKIL"
"29217","32602.78821436","0.183637",,"0.183637","RNF41 (0.183637) VTI1B","false","0.183637","RNF41 (0.183637) VTI1B"
"29218","4094.3072843","0.227817",,"0.227817","PCSK7 (0.227817) SRF","false","0.227817","PCSK7 (0.227817) SRF"
"29219","1474.13089409","0.174651",,"0.174651","MIR22HG (0.174651) SRSF6","false","0.174651","MIR22HG (0.174651) SRSF6"
"29220","8426.0","0.17504",,"0.17504","MIR22HG (0.17504) SPIN3","false","0.17504","MIR22HG (0.17504) SPIN3"
"29221","4243.0922264","0.193511",,"0.193511","MIR22HG (0.193511) ZNF674-AS1","false","0.193511","MIR22HG (0.193511) ZNF674-AS1"
"29222","6861.45464706","0.196722",,"0.196722","MIR22HG (0.196722) SLC25A25","false","0.196722","MIR22HG (0.196722) SLC25A25"
"29223","562.63595084","0.176718",,"0.176718","SRF (0.176718) TNFRSF12A","false","0.176718","SRF (0.176718) TNFRSF12A"
"29224","609.53679991","0.192008",,"0.192008","SRF (0.192008) ZKSCAN4","false","0.192008","SRF (0.192008) ZKSCAN4"
"29225","5450.07371728","0.241004",,"0.241004","SRF (0.241004) ZBTB21","false","0.241004","SRF (0.241004) ZBTB21"
"29226","8426.0","0.178795",,"0.178795","AKT1S1 (0.178795) YIPF3","false","0.178795","AKT1S1 (0.178795) YIPF3"
"29227","2514.29838073","0.183061",,"0.183061","ALDH1A1 (0.183061) VSTM4","false","0.183061","ALDH1A1 (0.183061) VSTM4"
"29228","7084.66053079","0.210661",,"0.210661","ALDH1A1 (0.210661) BCAM","false","0.210661","ALDH1A1 (0.210661) BCAM"
"29229","1221.75306521","0.195612",,"0.195612","KPNA4 (0.195612) UBR1","false","0.195612","KPNA4 (0.195612) UBR1"
"29230","10986.19934246","0.200433",,"0.200433","KPNA4 (0.200433) MAP7D1","false","0.200433","KPNA4 (0.200433) MAP7D1"
"29231","31370.71917087","0.234067",,"0.234067","NDUFAF1 (0.234067) POMGNT2","false","0.234067","NDUFAF1 (0.234067) POMGNT2"
"29232","1328.05056928","0.177809",,"0.177809","PDE4DIP (0.177809) WNK1","false","0.177809","PDE4DIP (0.177809) WNK1"
"29233","7961.3954049","0.180955",,"0.180955","PDE4DIP (0.180955) RHOQ","false","0.180955","PDE4DIP (0.180955) RHOQ"
"29234","5502.79991208","0.18103",,"0.18103","PDE4DIP (0.18103) SYNPO","false","0.18103","PDE4DIP (0.18103) SYNPO"
"29235","4416.06707573","0.184106",,"0.184106","PDE4DIP (0.184106) VDAC3","false","0.184106","PDE4DIP (0.184106) VDAC3"
"29236","6016.18494318","0.185419",,"0.185419","PDE4DIP (0.185419) TNIP1","false","0.185419","PDE4DIP (0.185419) TNIP1"
"29237","777.62831622","0.186974",,"0.186974","PDE4DIP (0.186974) SH3D19","false","0.186974","PDE4DIP (0.186974) SH3D19"
"29238","3533.79683248","0.191032",,"0.191032","PDE4DIP (0.191032) UGP2","false","0.191032","PDE4DIP (0.191032) UGP2"
"29239","4771.66798861","0.193735",,"0.193735","PDE4DIP (0.193735) VEGFB","false","0.193735","PDE4DIP (0.193735) VEGFB"
"29240","9855.37204916","0.225974",,"0.225974","PDE4DIP (0.225974) ZNF106","false","0.225974","PDE4DIP (0.225974) ZNF106"
"29241","1978.87181984","0.182716",,"0.182716","GNS (0.182716) PLXNA4","false","0.182716","GNS (0.182716) PLXNA4"
"29242","4604.72219368","0.196129",,"0.196129","GNS (0.196129) MDH1","false","0.196129","GNS (0.196129) MDH1"
"29243","8426.0","0.175209",,"0.175209","GNG2 (0.175209) NTM","false","0.175209","GNG2 (0.175209) NTM"
"29244","41685.51211929","0.176343",,"0.176343","GNG2 (0.176343) IMPAD1","false","0.176343","GNG2 (0.176343) IMPAD1"
"29245","2746.07217039","0.178411",,"0.178411","GNG2 (0.178411) ITPK1","false","0.178411","GNG2 (0.178411) ITPK1"
"29246","25826.16658858","0.200801",,"0.200801","GNG2 (0.200801) LAMA4","false","0.200801","GNG2 (0.200801) LAMA4"
"29247","2241.15970297","0.208848",,"0.208848","GNG2 (0.208848) TNIP1","false","0.208848","GNG2 (0.208848) TNIP1"
"29248","729.32843899","0.240117",,"0.240117","GNG2 (0.240117) VKORC1L1","false","0.240117","GNG2 (0.240117) VKORC1L1"
"29249","11772.18463522","0.240346",,"0.240346","GNG2 (0.240346) PLXNA4","false","0.240346","GNG2 (0.240346) PLXNA4"
"29250","2311.98861253","0.248843",,"0.248843","GNG2 (0.248843) TENM4","false","0.248843","GNG2 (0.248843) TENM4"
"29251","7299.31712523","0.176357",,"0.176357","GCOM1 (0.176357) PACS2","false","0.176357","GCOM1 (0.176357) PACS2"
