hs15	84655129	84658563	4
hs11	64234538	64238793	3
hs10	95311771	95561414	18
hs17	42865922	42874369	1
hs10	70098223	70132934	12
hs17	55392613	55421992	14
hs21	43865186	43986536	3
hs9	89360787	89498130	4
hs6	24494852	24537207	6
hs6	161129979	161274061	1
hs11	101451564	101872562	3
hs16	31458080	31467166	3
hs1	1020123	1056118	1
hs19	44809059	44821420	4
hs3	148697784	148743008	1
hs7	25120091	25125361	1
hs1	11736084	11754802	2
hs5	112876379	112922539	4
hs12	12326056	12350541	9
hs1	246839098	246931978	4
hs6	33289302	33298401	2
hs13	21140514	21149084	13
hs1	27534035	27604431	1
hs2	169584340	169641406	3
hs6	135283532	135497776	2
hs2	64092652	64144454	4
hs11	9573681	9593457	24
hs11	62433542	62556235	3
hs14	77457870	77469474	1
hs6	127288710	127343609	10
hs11	64185272	64204543	3
hs2	61177418	61191203	1
hs2	61145068	61164829	1
hs1	222668013	222713210	3
hs1	231241207	231277973	3
hs6	10393186	10419659	29
hsX	130129362	130165887	3
hs5	138946720	139293557	2
hs19	19515736	19529054	2
hs19	5691834	5720572	4
hs19	36150922	36152869	9
hs7	65873267	65959563	1
hs6	143060496	143340304	3
hs5	119037772	119249138	2
hs8	30095398	30177208	18
hs10	32900319	33005792	8
hs4	106315544	106349226	1
hs1	151254703	151267479	3
hs19	45079288	45305283	2
hs19	11384341	11419342	3
hs1	65147549	65232145	8
hs16	88874858	88977204	6
hs7	135148072	135166215	2
hs9	19230435	19373545	9
hs15	42158701	42208316	7
hs18	7566782	8406861	6
hs12	564296	663779	2
hs2	36531805	36646087	17
hs13	42272153	42323267	2
hs2	203014879	203226378	16
hs5	143277931	143435512	3
hsX	1591593	1602514	1
hs19	55090913	55117559	2
hs9	110048598	110172512	1
hs3	197949987	197956610	4
hs11	123069865	123195281	3
hs9	109780309	110172512	1
hs19	15353385	15379798	2
hs1	38991223	39006059	18
hs1	18904281	18956686	21
hs1	156721891	156728799	2
hs1	88979456	88992960	7
hs12	110027028	110073686	1
hs1	114704469	114716894	2
hs5	138506095	138543300	2
hs12	56202175	56221933	4
hs11	117204337	117232525	1
hs17	1711493	1717174	11
hs6	43171299	43181507	13
hs19	49869033	49878459	4
hs6	43511827	43516990	15
hs9	72900662	73080442	2
hs10	49014245	49115509	2
hs3	160494995	160565588	5
hs15	41387349	41402519	4
hs1	148808181	149048286	17
hs7	76326794	76359031	21
hs12	64713445	64759447	4
hs12	6852128	6866632	15
hs14	51826195	51979342	14
hs15	57591908	57714745	1
hs2	46541806	46583121	22
hs19	8413270	8439017	23
hs11	10511678	10541230	1
hs5	151029945	151093577	24
hs5	150601080	150659220	29
hs17	12992391	13018187	22
hsX	46836940	46882358	9
hs20	37101226	37179588	7
hs11	112086773	112120013	16
hs10	124801785	124836670	11
hs10	75210154	75231448	13
hs22	46267961	46294008	3
hs19	12891026	12914207	14
hs16	30053090	30070457	1
hs12	38316578	38329728	2
hs1	231332753	231337852	2
hs11	27494576	27506773	3
hs9	99216426	99221956	1
hs9	101387633	101398614	1
hs3	184242301	184249548	2
hs4	932387	958656	2
hs11	65084223	65088400	10
hs1	235131183	235161457	3
hs12	56152256	56159647	2
hs12	122980060	122982913	2
hs11	119096503	119108331	8
hs17	44070735	44076344	1
hs11	78100936	78139660	10
hs11	78068304	78080219	11
hs14	77672404	77708020	3
hs22	31753951	31907034	2
hs4	139301455	139420033	4
hs4	4290251	4321786	4
hs17	18183078	18209954	11
hs17	38765689	38800126	11
hs20	18138118	18188387	16
hs17	21197280	21214624	7
hs8	109573978	109691791	2
hs6	43450352	43456632	19
hs17	18039292	18068404	7
hs1	153658654	153661830	4
hs12	48147788	48181213	11
hs4	151409216	151663632	92
hs19	6372433	6375251	1
hs6	32184741	32190186	4
hs16	28974221	28984548	2
hs3	98732236	98821201	9
hsX	100674491	100732123	5
hs9	136850943	136860799	3
hs17	81887844	81891586	12
hs14	39175183	39183218	8
hs7	99392048	99408829	10
hs4	173331695	173335125	10
hs2	231453531	231483641	2
hs16	29992321	29996436	30
hs16	2520357	2531422	1
hs16	2530035	2531417	1
hs12	47075707	47079951	1
hs12	47079603	47236662	1
hs10	73423579	73433561	1
hs11	94706431	94876753	1
hs16	55508998	55586670	5
hs11	10308313	10507579	1
hs17	68247574	68257164	4
hs1	86704570	86748184	12
hs2	74549026	74557554	9
hs1	160276812	160286348	9
hs13	39038306	39050109	1
hs7	56011051	56051604	1
hsX	153700497	153724697	5
hs21	25716503	25735673	7
hs17	81890790	81900991	19
hs16	2771414	2777297	8
hs12	55716037	55720087	5
hs14	20684177	20698971	1
hs16	47461123	47701523	7
hs17	5432777	5448830	43
hs14	20684100	20701215	1
hs14	76786178	76826246	1
hs12	53985065	53990279	2
hs20	4780023	4823645	7
hs1	20552439	20555010	16
hs17	9910609	10198551	30
hs19	49429401	49442360	17
hs15	64911902	64958700	7
hs17	4997948	5028401	14
hs19	676365	683399	8
hs12	112418351	112509913	2
hs17	17505563	17591708	1
hs14	92936914	93116320	17
hs17	50693190	50707924	19
hs5	14704804	14871778	1
hs4	54229097	54298247	1
hs5	140401814	140539856	1
hs5	140401908	140549569	2
hs16	89267627	89490561	1
hs19	11164267	11197791	3
hs16	72093562	72112912	2
hs17	29589769	29614761	2
hs9	66106815	66153135	1
hs9	64369394	64413142	1
hs3	15667236	15859771	1
hs5	16451519	16465792	5
hs3	25174332	25597932	3
hs2	97113496	97264521	1
hs2	97492663	97589965	1
hs14	75079353	75127344	2
hs11	75264182	75351705	10
hs7	43926438	43956136	6
hs9	98731329	98796965	1
hs17	39737927	39747291	5
hs2	231056864	231172827	12
hsX	7219456	7354810	4
hs14	99397746	99480889	4
hs11	9138825	9265390	1
hs17	59893046	59950564	11
hs8	86468257	86514357	1
hs8	71841549	71844468	4
hs6	145501583	145736024	2
hs1	198156963	198322420	13
hsX	49028726	49043486	8
hs14	70366496	70417061	1
hs2	160099666	160271888	19
hs1	43978943	43991170	5
hs10	70147289	70170523	12
hs6	17393216	17557792	4
hs15	90265659	90278141	4
hs11	94493629	94499583	11
hs19	23525631	23687220	3
hs11	70078302	70189528	1
hs17	42659305	42667006	1
hs12	45215987	45440404	9
hs1	153678637	153693992	5
hs2	69395750	69437628	1
hs15	68778535	68820897	1
hs9	97983361	98015943	5
hs5	171387116	171411137	2
hs4	3506376	3532559	19
hs7	73440398	73522278	5
hs2	69013178	69249327	1
hs22	37560447	37569405	10
hs9	73151757	73170393	1
hs1	40040233	40072649	3
hs10	80150889	80205572	3
hs14	64986720	65062652	1
hs16	18791667	18801678	1
hs5	43039081	43043170	2
hs9	35792154	35809732	5
hs2	69644425	69827100	6
hs17	64542295	64662068	1
hs2	73073382	73156721	3
hs2	109542982	109614206	1
hs4	109560205	109688726	1
hs6	148747328	149076990	3
hs1	63593276	63660245	5
hs10	73375101	73414076	17
hs1	111139627	111185102	1
hs5	72320367	72368395	1
hs1	51577179	51798427	3
hs2	197568224	197676045	1
hs10	47460162	47484158	1
hs10	46375627	46537864	1
hs17	42851184	42858130	1
hs14	23559565	23568070	2
hs2	27377231	27380790	2
hs14	20989770	20997035	7
hs19	16197578	16245907	3
hs1	6424788	6461370	5
hs1	26949562	26960406	41
hs6	34537802	34556333	3
hs9	113349541	113371233	4
hs5	168661733	169301129	10
hs21	30214006	30216073	19
hs12	52948871	52952901	1
hs17	47951967	47957878	1
hs15	40872214	40874289	20
hs8	28348287	28490318	1
hs4	76435100	76783253	5
hs19	44777869	44800634	7
hs6	7541575	7586717	15
hs17	50532543	50543750	2
hs20	45469706	45481532	6
hs1	27934993	27959157	7
hs21	17512382	17593579	28
hs19	35115879	35124324	13
hs2	47345158	47387601	15
hs20	59300427	59325992	14
hs11	124919244	124920677	7
hs7	73768997	73770270	10
hs11	102396332	102470384	6
hs7	143390289	143408892	21
hs21	41739369	41767106	32
hs1	43269994	43274002	20
hs14	37589984	37596059	13
hs20	17956979	18059188	25
hs11	34621093	34661057	22
hs1	201373244	201399915	36
hs1	151510510	151538692	30
hs20	62410237	62427533	13
hs1	27379176	27383380	28
hs11	45921621	45929096	27
hs11	369796	382116	14
hs19	3708109	3750813	26
hs16	68737225	68835548	39
hs11	64823387	64844569	2
hs15	40844018	40858207	1
hs19	7595902	7618304	42
hs8	94641074	94707466	46
hs1	156061160	156070514	51
hs7	101154397	101161596	7
hs18	63389190	63422483	26
hs16	69355561	69408571	2
hs15	74445977	74461182	3
hs19	4641374	4670370	3
hsX	15825806	15855014	4
hs6	154733325	154834244	4
hs22	43999211	44172949	9
hs19	49766968	49807113	11
hs5	72219409	72320646	2
hs1	156742107	156766925	7
hs17	75845699	75856507	5
hs17	47823272	47831534	6
hs19	38619082	38636955	6
hs17	44849943	44899662	6
hs1	149937812	150010676	5
hs8	144477969	144502121	17
hs19	1383527	1395589	3
hs9	135499984	135504673	1
hs11	924894	1012245	21
hs14	92703807	92748702	8
hs19	7522626	7534009	2
hs5	78000525	78294755	1
hs14	35121846	35277614	8
hs19	2100988	2164465	6
hs10	80131682	80145359	4
hs1	153534599	153536244	2
hs5	115841481	115914081	1
hs9	110243811	110256640	2
hs11	65775893	65780802	4
hs20	58309696	58367507	7
hs6	33162681	33192499	2
hs6	170290703	170407065	6
hs20	3820524	3828837	24
hs13	98445185	98577940	9
hs7	4775622	4794312	10
hs12	66765	178460	1
hs3	49674002	49683963	7
hs3	48599002	48610976	4
hsX	55000357	55009057	1
hs16	69311356	69326939	5
hs1	150265399	150269580	2
hs12	51061205	51083664	1
hs4	174236658	174284264	2
hs11	43311963	43344529	9
hs11	57233577	57237314	2
hs20	4721910	4728460	1
hs19	35867899	35879791	1
hsX	54445454	54496166	6
hs20	24962925	24992979	1
hs22	39040604	39053910	1
hs5	55160118	55167071	3
hs16	28494649	28498970	3
hs11	64241003	64244132	64
hs20	17613678	17682295	13
hs11	68030617	68036644	18
hs19	44914247	44919349	1
hs10	100288154	100330486	1
hs19	44905754	44909393	1
hs3	195568702	195584205	2
hs22	43110748	43129712	2
hs20	25195693	25226729	3
hs15	73735431	73752747	3
hs2	167954020	168248141	2
hs8	29333064	29350668	2
