hs19	58345178	58353499	1
hs19	58347751	58355183	2
hs19	58354357	58362848	3
hs12	53307456	53324864	1
hs12	53299686	53307177	1
hs15	67201033	67255195	1
hs15	67542709	67807123	2
hs11	77821109	77918432	7
hs11	78171249	78188822	9
hs11	78100936	78139660	10
hs11	78435961	78574874	9
hs11	77878720	77994678	11
hs11	78068304	78080219	11
hs11	77514936	77637805	12
hs11	77659996	77821017	11
hs2	219171897	219178106	3
hs2	218264123	218270257	3
hs2	218450251	218568361	4
hs2	219176225	219185479	6
hs20	36236459	36270918	7
hs20	38033546	38127780	4
hs20	35002404	35092871	3
hs20	35771974	35950381	1
hs20	36605734	36612557	1
hs20	35626031	35664956	1
hs20	36306336	36528637	1
hs20	35278907	35284985	5
hs6	44387525	44450426	18
hs6	44299654	44313326	1
hs17	42950526	42964498	4
hs17	41976433	42021376	6
hs17	43170481	43211689	8
hs17	42810134	42833350	14
hs17	42980565	42993690	7
hs4	56338287	56387508	2
hs4	55853616	55905034	3
hs4	56977722	57031168	7
hs11	106075501	106098710	10
hs11	111782195	111871581	19
hs11	108665025	108940930	7
hs11	113733187	113773811	30
hs11	102347211	102378670	10
hs11	112086773	112120013	16
hs11	108157215	108222642	18
hs11	112024814	112064390	27
hs11	112074086	112085150	33
hs11	108008733	108107776	23
hs11	106051098	106077765	3
hs17	36948875	37056871	4
hs17	37514797	37609496	2
hs17	37609739	37643464	3
hs17	36486629	36499310	3
hs17	36544888	36589848	3
hs16	16148928	16223522	1
hs16	14820792	14824702	1
hs1	116111755	116135240	5
hs12	21797401	21941402	8
hsX	68042344	68433913	3
hs18	36829106	37232172	8
hs9	41006999	41074617	8
hs2	102473303	102533972	4
hs18	79069285	79378283	7
hs12	87980035	88034037	6
hsX	106802680	106876145	9
hs4	145097932	145129179	6
hs4	143184917	143223830	3
hs4	144967112	145098541	2
hs4	147617383	147672044	2
hs4	143513463	143557486	3
hs4	145110838	145180161	1
hs4	139301455	139420033	4
hs6	33279108	33289527	6
hs6	30571376	30597179	4
hs6	31639028	31652705	17
hs6	30326479	30343729	9
hs6	30653119	30673037	8
hs7	151207837	151227230	5
hs7	149239651	149255609	6
hs7	151466012	151520120	1
hs7	149472794	149497817	8
hs7	148697914	148801036	4
hs7	151341699	151378449	2
hs3	184186023	184194012	8
hs3	180868141	180982753	4
hs3	182938074	182985953	6
hs3	184361718	184368596	7
hs3	184174689	184184091	4
hs3	184155388	184173610	8
hs3	184314495	184335358	3
hs3	184298709	184309054	4
hs3	184135038	184684758	8
hs20	25294743	25390983	1
hs20	25195693	25226729	3
hs13	113177539	113208715	15
hs13	108218379	108234255	14
hs13	113208193	113267108	20
hs13	102765990	102773811	6
hs13	114314513	114327328	8
hs13	99501417	99564006	14
hs13	113584721	113641470	19
hs13	102844844	102876001	14
hs13	106541673	106568164	4
hs13	112485005	112588167	18
hs13	99200774	99386434	16
hs13	114234887	114272723	20
hs13	110615460	110639993	14
hs13	108207439	108218368	1
hs13	111114559	111305737	18
hs17	29560547	29567137	2
hs17	29573469	29594054	15
hs17	29566052	29573157	7
hs19	1876810	1885547	6
hs19	1383527	1395589	3
hs19	647526	663277	5
hs19	1009648	1021179	7
hs19	507497	519654	7
hs19	1905378	1913447	2
hs19	1941149	1981338	6
hs9	71862452	71910931	1
hs9	71911510	71986054	1
hs3	43690113	43734371	1
hs3	43354859	43691594	1
hs10	17644125	17715914	17
hs10	26746593	26861087	6
hs10	30309801	30374448	6
hs10	27195214	27242130	5
hs10	26697659	26746798	2
hs10	28532493	28623112	9
hs10	27110112	27155266	10
hs9	131125561	131234670	5
hs9	130713946	130887675	1
hs17	1003518	1229021	3
hs17	757097	783390	34
hs17	1829702	1900082	42
hs17	782273	792509	27
hs6	26596952	26600744	2
hs6	26634383	26659752	2
hs6	28903002	28923989	2
hs3	132558138	132660723	1
hs3	132654446	132678097	3
hs11	134253495	134265855	4
hs11	129863636	129895590	13
hs11	134150119	134225454	7
hs11	134224645	134247792	8
hs11	134248279	134253370	5
hs3	128879596	128916067	2
hs3	129127415	129161293	2
hs3	128064778	128153914	2
hs17	7217125	7225273	1
hs17	7315628	7329393	52
hs3	197737179	197787596	6
hs3	195274736	195443078	7
hs3	195514425	195543386	1
hs3	196554177	196568674	12
hs3	196347662	196432474	8
hs3	197949987	197956610	4
hs1	1292376	1309609	2
hs1	1253909	1273885	14
hs1	1308567	1311677	2
hs1	226144679	226186730	2
hs1	231528653	231566524	4
hs1	225982702	225999331	2
hs10	27504174	27542237	3
hs10	27154824	27186924	3
hs14	23058564	23095614	4
hs14	23469688	23509862	15
hs14	21351472	21384266	10
hs14	21385194	21456126	18
hs14	23094765	23100462	9
hs1	159203307	159206500	1
hs1	169588849	169630193	1
hs3	42804752	42887974	1
hs3	42856005	42876165	1
hs22	40769630	40819399	2
hs22	41469125	41528989	2
hs22	41205205	41231271	9
hs14	73478484	73558947	1
hs14	73537114	73543794	2
hs14	73567620	73575658	2
hs6	24667035	24705065	3
hs6	24402908	24426194	1
hs6	24704861	24720836	1
hs6	24649977	24667033	1
hs14	73591706	73596496	1
hs20	45841721	45857406	3
hs20	45881227	45885266	1
hs20	45791937	45811427	2
hs20	45833810	45843275	2
hs17	75941507	75979363	8
hs17	75845699	75856507	5
hs17	75667116	75708062	15
hs17	76389451	76453206	10
hs17	76081017	76121576	9
hs17	75979231	76005999	3
hs17	75898643	75905413	14
hs17	75909574	75941140	13
hs17	76038775	76072653	20
hs3	58505136	58537319	1
hs3	58492114	58502360	2
hs20	34928430	34955817	1
hs20	34872146	34927962	1
hs10	88935074	88991390	2
hs19	11538717	11550323	3
hs11	117199321	117204782	4
hs3	179562880	179588408	7
hs3	179148114	179240093	3
hs3	179604690	179627647	4
hs3	179347692	179394931	4
hs3	179588285	179604654	4
hs19	38647649	38731583	1
hs19	38730187	38769904	1
hs14	58200080	58235636	3
hs14	57200507	57269008	6
hs14	59484443	59505410	3
hs14	58244831	58272012	4
hs10	102107560	102120453	1
hs10	102479229	102502711	8
hs10	102503987	102633535	7
hs10	101845599	102056193	6
hs10	100188298	100229619	2
hs10	100523740	100530000	7
hs10	100969458	100987515	19
hs10	102245532	102382899	9
hs10	102423245	102432661	7
hs20	38748442	38772520	1
hs20	38472816	38578861	4
hs14	105969729	105972269	3
hs19	41877120	41881372	3
hs16	11965107	11968068	5
hs8	38996869	39105144	1
hs8	38988808	38996824	13
hs8	144373101	144393242	9
hs8	144841042	144853736	40
hs8	144477969	144502121	17
hs8	144291591	144314722	41
hs8	143612618	143618048	8
hs8	143636013	143656418	40
hs8	144393229	144409349	20
hs8	144827464	144847509	40
hs8	144148016	144261940	18
hs8	144355431	144359376	15
hs2	24793136	24822376	1
hs2	24819169	24919839	1
hs4	2843857	2930076	16
hs4	1811479	1856247	9
hs4	2741648	2756376	6
hs4	4235542	4248212	4
hs4	6707701	6709880	13
hs4	849276	932373	15
hs4	2934899	2961738	3
hs4	1721490	1745176	11
hs4	1289851	1340147	16
hs4	1211448	1249953	19
hs4	2937933	2963385	8
hs4	2227464	2242164	8
hs4	2930561	2934859	2
hs4	1982714	2041903	14
hs4	1871424	1982207	16
hs4	2462220	2625320	20
hs4	2625261	2732565	20
hs6	46852512	46954943	1
hs16	66366622	66404786	11
hs20	23079349	23086340	3
hs1	78889764	79006718	9
hsX	45148374	45200901	7
hs1	43300993	43323108	12
hs17	8310241	8322516	5
hs17	7023020	7030290	4
hs11	124752583	124762290	10
hs6	152697895	152724567	4
hs5	139448556	139462743	9
hs4	100395341	100880126	1
hs4	99070978	99088801	2
hs4	98871684	98930637	6
hs4	98995620	99062813	2
hs10	74151185	74709303	2
hs10	73248843	73252693	22
hs10	74120255	74151063	21
hs20	50888919	50931240	1
hs20	50934867	50958555	2
