"SUID","EdgeBetweenness","interaction","MI sano","MI_","MI_enfermos","name","selected","shared interaction","shared name"
"44631","8.76363636","0.27574",,,"0.27574","ICT1 (0.27574) NUP85","false","0.27574","ICT1 (0.27574) NUP85"
"44632","34.47944147","0.174178",,,"0.174178","KCTD2 (0.174178) MRPS7","false","0.174178","KCTD2 (0.174178) MRPS7"
"44633","42.52739156","0.179031",,,"0.179031","KCTD2 (0.179031) NUP85","false","0.179031","KCTD2 (0.179031) NUP85"
"44634","2.0","0.18658",,,"0.18658","ARMC8 (0.18658) MRPS22","false","0.18658","ARMC8 (0.18658) MRPS22"
"44635","2.0","0.214977",,,"0.214977","ARMC8 (0.214977) DBR1","false","0.214977","ARMC8 (0.214977) DBR1"
"44636","2.0","0.178164",,,"0.178164","DBR1 (0.178164) MRPS22","false","0.178164","DBR1 (0.178164) MRPS22"
"44637","2.0","0.306128",,,"0.306128","ARMCX3 (0.306128) ARMCX6","false","0.306128","ARMCX3 (0.306128) ARMCX6"
"44638","2.0","0.449257",,,"0.449257","ARMT1 (0.449257) RMND1","false","0.449257","ARMT1 (0.449257) RMND1"
"44639","23.13809524","0.165237",,,"0.165237","TRRAP (0.165237) ZSCAN25","false","0.165237","TRRAP (0.165237) ZSCAN25"
"44640","8.68571429","0.160609",,,"0.160609","ARPC1A (0.160609) TRRAP","false","0.160609","ARPC1A (0.160609) TRRAP"
"44641","6.06666667","0.160792",,,"0.160792","ARPC1A (0.160792) TAF6","false","0.160792","ARPC1A (0.160792) TAF6"
"44642","28.97619048","0.172148",,,"0.172148","ARPC1A (0.172148) COPS6","false","0.172148","ARPC1A (0.172148) COPS6"
"44643","15.2047619","0.175305",,,"0.175305","ARPC1A (0.175305) CPSF4","false","0.175305","ARPC1A (0.175305) CPSF4"
"44644","50.0","0.160949",,,"0.160949","COPS6 (0.160949) IFT22","false","0.160949","COPS6 (0.160949) IFT22"
"44645","96.0","0.16651",,,"0.16651","COPS6 (0.16651) GNB2","false","0.16651","COPS6 (0.16651) GNB2"
"44646","25.01904762","0.167215",,,"0.167215","COPS6 (0.167215) TRRAP","false","0.167215","COPS6 (0.167215) TRRAP"
"44647","23.0","0.167456",,,"0.167456","COPS6 (0.167456) PTCD1","false","0.167456","COPS6 (0.167456) PTCD1"
"44648","51.45238095","0.167702",,,"0.167702","COPS6 (0.167702) PDAP1","false","0.167702","COPS6 (0.167702) PDAP1"
"44649","39.31904762","0.167922",,,"0.167922","COPS6 (0.167922) PPP1R35","false","0.167922","COPS6 (0.167922) PPP1R35"
"44650","41.51904762","0.170959",,,"0.170959","COPS6 (0.170959) ZSCAN21","false","0.170959","COPS6 (0.170959) ZSCAN21"
"44651","62.71904762","0.171408",,,"0.171408","COPS6 (0.171408) ZSCAN25","false","0.171408","COPS6 (0.171408) ZSCAN25"
"44652","27.56190476","0.172086",,,"0.172086","COPS6 (0.172086) ZNF394","false","0.172086","COPS6 (0.172086) ZNF394"
"44653","43.85238095","0.205565",,,"0.205565","COPS6 (0.205565) TAF6","false","0.205565","COPS6 (0.205565) TAF6"
"44654","35.26666667","0.205718",,,"0.205718","COPS6 (0.205718) CPSF4","false","0.205718","COPS6 (0.205718) CPSF4"
"44655","50.0","0.162216",,,"0.162216","CPSF4 (0.162216) SLC12A9","false","0.162216","CPSF4 (0.162216) SLC12A9"
"44656","31.05238095","0.165476",,,"0.165476","CPSF4 (0.165476) PDAP1","false","0.165476","CPSF4 (0.165476) PDAP1"
"44657","23.55238095","0.166138",,,"0.166138","CPSF4 (0.166138) ZSCAN25","false","0.166138","CPSF4 (0.166138) ZSCAN25"
"44658","10.13333333","0.201672",,,"0.201672","CPSF4 (0.201672) PTCD1","false","0.201672","CPSF4 (0.201672) PTCD1"
"44659","47.31566179","0.180368",,,"0.180368","RPUSD3 (0.180368) THUMPD3","false","0.180368","RPUSD3 (0.180368) THUMPD3"
"44660","11.94848485","0.164535",,,"0.164535","RAD18 (0.164535) RAF1","false","0.164535","RAD18 (0.164535) RAF1"
"44661","13.4469697","0.224214",,,"0.224214","RAD18 (0.224214) THUMPD3","false","0.224214","RAD18 (0.224214) THUMPD3"
"44662","29.53012543","0.161038",,,"0.161038","CCDC174 (0.161038) OXNAD1","false","0.161038","CCDC174 (0.161038) OXNAD1"
"44663","24.60506823","0.162955",,,"0.162955","CCDC174 (0.162955) RAB5A","false","0.162955","CCDC174 (0.162955) RAB5A"
"44664","28.84877345","0.163618",,,"0.163618","CCDC174 (0.163618) XPC","false","0.163618","CCDC174 (0.163618) XPC"
"44665","11.15880231","0.164698",,,"0.164698","CCDC174 (0.164698) RAD18","false","0.164698","CCDC174 (0.164698) RAD18"
"44666","16.71507937","0.167428",,,"0.167428","CCDC174 (0.167428) MKRN2","false","0.167428","CCDC174 (0.167428) MKRN2"
"44667","33.61809041","0.169203",,,"0.169203","CCDC174 (0.169203) MRPS25","false","0.169203","CCDC174 (0.169203) MRPS25"
"44668","23.03706992","0.173056",,,"0.173056","CCDC174 (0.173056) SETD5","false","0.173056","CCDC174 (0.173056) SETD5"
"44669","17.01609687","0.187661",,,"0.187661","CCDC174 (0.187661) LSM3","false","0.187661","CCDC174 (0.187661) LSM3"
"44670","27.45038798","0.192155",,,"0.192155","CCDC174 (0.192155) THUMPD3","false","0.192155","CCDC174 (0.192155) THUMPD3"
"44671","4.35714286","0.198625",,,"0.198625","CCDC174 (0.198625) METTL6","false","0.198625","CCDC174 (0.198625) METTL6"
"44672","15.20225134","0.200958",,,"0.200958","CCDC174 (0.200958) RAF1","false","0.200958","CCDC174 (0.200958) RAF1"
"44673","12.7377433","0.205175",,,"0.205175","CCDC174 (0.205175) EAF1","false","0.205175","CCDC174 (0.205175) EAF1"
"44674","6.40714286","0.252383",,,"0.252383","CCDC174 (0.252383) RBSN","false","0.252383","CCDC174 (0.252383) RBSN"
"44675","74.0","0.172412",,,"0.172412","LSM3 (0.172412) TMEM43","false","0.172412","LSM3 (0.172412) TMEM43"
"44676","13.62943723","0.176935",,,"0.176935","LSM3 (0.176935) RAD18","false","0.176935","LSM3 (0.176935) RAD18"
"44677","39.5041847","0.183313",,,"0.183313","LSM3 (0.183313) THUMPD3","false","0.183313","LSM3 (0.183313) THUMPD3"
"44678","18.32323972","0.192082",,,"0.192082","LSM3 (0.192082) METTL6","false","0.192082","LSM3 (0.192082) METTL6"
"44679","21.90988456","0.20287",,,"0.20287","LSM3 (0.20287) XPC","false","0.20287","LSM3 (0.20287) XPC"
"44680","23.57323972","0.203394",,,"0.203394","LSM3 (0.203394) RBSN","false","0.203394","LSM3 (0.203394) RBSN"
"44681","31.2002516","0.219666",,,"0.219666","LSM3 (0.219666) RAF1","false","0.219666","LSM3 (0.219666) RAF1"
"44682","45.96948052","0.16466",,,"0.16466","SETD5 (0.16466) VHL","false","0.16466","SETD5 (0.16466) VHL"
"44683","7.26596737","0.180615",,,"0.180615","SETD5 (0.180615) TATDN2","false","0.180615","SETD5 (0.180615) TATDN2"
"44684","10.49775843","0.204453",,,"0.204453","SETD5 (0.204453) TADA3","false","0.204453","SETD5 (0.204453) TADA3"
"44685","15.14531025","0.28912",,,"0.28912","SETD5 (0.28912) THUMPD3","false","0.28912","SETD5 (0.28912) THUMPD3"
"44686","16.18376623","0.171769",,,"0.171769","JAGN1 (0.171769) SETD5","false","0.171769","JAGN1 (0.171769) SETD5"
"44687","34.00519481","0.174987",,,"0.174987","JAGN1 (0.174987) THUMPD3","false","0.174987","JAGN1 (0.174987) THUMPD3"
"44688","6.94578755","0.175448",,,"0.175448","JAGN1 (0.175448) TATDN2","false","0.175448","JAGN1 (0.175448) TATDN2"
"44689","15.05860806","0.183169",,,"0.183169","JAGN1 (0.183169) MTMR14","false","0.183169","JAGN1 (0.183169) MTMR14"
"44690","43.37095867","0.193644",,,"0.193644","JAGN1 (0.193644) RAF1","false","0.193644","JAGN1 (0.193644) RAF1"
"44691","9.98717949","0.237291",,,"0.237291","JAGN1 (0.237291) RPUSD3","false","0.237291","JAGN1 (0.237291) RPUSD3"
"44692","3.88717949","0.163004",,,"0.163004","EMC3 (0.163004) TATDN2","false","0.163004","EMC3 (0.163004) TATDN2"
"44693","23.86002886","0.165744",,,"0.165744","EMC3 (0.165744) LSM3","false","0.165744","EMC3 (0.165744) LSM3"
"44694","4.83142013","0.166192",,,"0.166192","EMC3 (0.166192) TADA3","false","0.166192","EMC3 (0.166192) TADA3"
"44695","6.36190476","0.175926",,,"0.175926","EMC3 (0.175926) SETD5","false","0.175926","EMC3 (0.175926) SETD5"
"44696","11.88999334","0.190115",,,"0.190115","EMC3 (0.190115) MTMR14","false","0.190115","EMC3 (0.190115) MTMR14"
"44697","17.25172945","0.191828",,,"0.191828","EMC3 (0.191828) RAF1","false","0.191828","EMC3 (0.191828) RAF1"
"44698","4.88253968","0.193199",,,"0.193199","EMC3 (0.193199) SEC13","false","0.193199","EMC3 (0.193199) SEC13"
"44699","12.63333333","0.206268",,,"0.206268","EMC3 (0.206268) THUMPD3","false","0.206268","EMC3 (0.206268) THUMPD3"
"44700","8.75714286","0.249264",,,"0.249264","EMC3 (0.249264) JAGN1","false","0.249264","EMC3 (0.249264) JAGN1"
"44701","4.12203302","0.169382",,,"0.169382","SEC13 (0.169382) TADA3","false","0.169382","SEC13 (0.169382) TADA3"
"44702","4.22051282","0.175648",,,"0.175648","SEC13 (0.175648) TATDN2","false","0.175648","SEC13 (0.175648) TATDN2"
"44703","7.47857143","0.193926",,,"0.193926","SEC13 (0.193926) SETD5","false","0.193926","SEC13 (0.193926) SETD5"
"44704","13.37301587","0.208413",,,"0.208413","SEC13 (0.208413) THUMPD3","false","0.208413","SEC13 (0.208413) THUMPD3"
"44705","16.88648019","0.200924",,,"0.200924","TATDN2 (0.200924) THUMPD3","false","0.200924","TATDN2 (0.200924) THUMPD3"
"44706","8.13506494","0.162696",,,"0.162696","BRPF1 (0.162696) RAD18","false","0.162696","BRPF1 (0.162696) RAD18"
"44707","11.55867446","0.166018",,,"0.166018","BRPF1 (0.166018) MKRN2","false","0.166018","BRPF1 (0.166018) MKRN2"
"44708","10.70649135","0.176401",,,"0.176401","BRPF1 (0.176401) RAF1","false","0.176401","BRPF1 (0.176401) RAF1"
"44709","5.40238095","0.187273",,,"0.187273","BRPF1 (0.187273) EMC3","false","0.187273","BRPF1 (0.187273) EMC3"
"44710","3.12063492","0.206634",,,"0.206634","BRPF1 (0.206634) SEC13","false","0.206634","BRPF1 (0.206634) SEC13"
"44711","6.29869125","0.210782",,,"0.210782","BRPF1 (0.210782) TADA3","false","0.210782","BRPF1 (0.210782) TADA3"
"44712","5.602331","0.215745",,,"0.215745","BRPF1 (0.215745) TATDN2","false","0.215745","BRPF1 (0.215745) TATDN2"
"44713","12.78596763","0.2198",,,"0.2198","BRPF1 (0.2198) MTMR14","false","0.2198","BRPF1 (0.2198) MTMR14"
"44714","6.17626263","0.221488",,,"0.221488","BRPF1 (0.221488) SETD5","false","0.221488","BRPF1 (0.221488) SETD5"
"44715","20.94637728","0.221722",,,"0.221722","BRPF1 (0.221722) CCDC174","false","0.221722","BRPF1 (0.221722) CCDC174"
"44716","10.0547619","0.23235",,,"0.23235","BRPF1 (0.23235) THUMPD3","false","0.23235","BRPF1 (0.23235) THUMPD3"
"44717","24.35623484","0.183899",,,"0.183899","TADA3 (0.183899) THUMPD3","false","0.183899","TADA3 (0.183899) THUMPD3"
"44718","3.7034481","0.199896",,,"0.199896","TADA3 (0.199896) TATDN2","false","0.199896","TADA3 (0.199896) TATDN2"
"44719","62.45416479","0.161358",,,"0.161358","MTMR14 (0.161358) OGG1","false","0.161358","MTMR14 (0.161358) OGG1"
"44720","50.87776975","0.175152",,,"0.175152","MTMR14 (0.175152) RAF1","false","0.175152","MTMR14 (0.175152) RAF1"
"44721","9.78717949","0.177875",,,"0.177875","MTMR14 (0.177875) SEC13","false","0.177875","MTMR14 (0.177875) SEC13"
"44722","20.24898402","0.198304",,,"0.198304","MTMR14 (0.198304) SETD5","false","0.198304","MTMR14 (0.198304) SETD5"
"44723","11.5","0.204942",,,"0.204942","MTMR14 (0.204942) RPUSD3","false","0.204942","MTMR14 (0.204942) RPUSD3"
"44724","31.99588157","0.206835",,,"0.206835","MTMR14 (0.206835) THUMPD3","false","0.206835","MTMR14 (0.206835) THUMPD3"
"44725","10.03678143","0.210511",,,"0.210511","MTMR14 (0.210511) TADA3","false","0.210511","MTMR14 (0.210511) TADA3"
"44726","7.30771451","0.167492",,,"0.167492","BRK1 (0.167492) BRPF1","false","0.167492","BRK1 (0.167492) BRPF1"
"44727","5.91991342","0.167572",,,"0.167572","BRK1 (0.167572) TADA3","false","0.167572","BRK1 (0.167572) TADA3"
"44728","15.70878751","0.175833",,,"0.175833","BRK1 (0.175833) MTMR14","false","0.175833","BRK1 (0.175833) MTMR14"
"44729","7.04962445","0.176773",,,"0.176773","BRK1 (0.176773) SETD5","false","0.176773","BRK1 (0.176773) SETD5"
"44730","34.29061679","0.180985",,,"0.180985","BRK1 (0.180985) LSM3","false","0.180985","BRK1 (0.180985) LSM3"
"44731","5.96073556","0.181346",,,"0.181346","BRK1 (0.181346) TATDN2","false","0.181346","BRK1 (0.181346) TATDN2"
"44732","32.03051948","0.182615",,,"0.182615","BRK1 (0.182615) VHL","false","0.182615","BRK1 (0.182615) VHL"
"44733","21.3977837","0.189616",,,"0.189616","BRK1 (0.189616) THUMPD3","false","0.189616","BRK1 (0.189616) THUMPD3"
"44734","13.01403226","0.192655",,,"0.192655","BRK1 (0.192655) JAGN1","false","0.192655","BRK1 (0.192655) JAGN1"
"44735","6.28281533","0.213047",,,"0.213047","BRK1 (0.213047) SEC13","false","0.213047","BRK1 (0.213047) SEC13"
"44736","3.97831798","0.221043",,,"0.221043","BRK1 (0.221043) EMC3","false","0.221043","BRK1 (0.221043) EMC3"
"44737","12.0","0.178826",,,"0.178826","ARPP19 (0.178826) USP8","false","0.178826","ARPP19 (0.178826) USP8"
"44738","94.0","0.164497",,,"0.164497","ARRDC1 (0.164497) EHMT1","false","0.164497","ARRDC1 (0.164497) EHMT1"
"44739","122.0","0.259769",,,"0.259769","ASAH1 (0.259769) PCM1","false","0.259769","ASAH1 (0.259769) PCM1"
"44740","8.42022652","0.163528",,,"0.163528","PCM1 (0.163528) POLR3D","false","0.163528","PCM1 (0.163528) POLR3D"
"44741","8.78646125","0.172029",,,"0.172029","PCM1 (0.172029) R3HCC1","false","0.172029","PCM1 (0.172029) R3HCC1"
"44742","18.10135326","0.200474",,,"0.200474","PCM1 (0.200474) PPP2R2A","false","0.200474","PCM1 (0.200474) PPP2R2A"
"44743","10.76467096","0.217258",,,"0.217258","PCM1 (0.217258) TNKS","false","0.217258","PCM1 (0.217258) TNKS"
"44744","16.28906325","0.235334",,,"0.235334","PCM1 (0.235334) XPO7","false","0.235334","PCM1 (0.235334) XPO7"
"44745","14.26663175","0.269256",,,"0.269256","PCM1 (0.269256) VPS37A","false","0.269256","PCM1 (0.269256) VPS37A"
"44746","2.0","0.392576",,,"0.392576","ASAH2 (0.392576) ASAH2B","false","0.392576","ASAH2 (0.392576) ASAH2B"
"44747","2.0","0.180387",,,"0.180387","ASB1 (0.180387) HDAC4","false","0.180387","ASB1 (0.180387) HDAC4"
"44748","75.66666667","0.19884",,,"0.19884","USP20 (0.19884) ZER1","false","0.19884","USP20 (0.19884) ZER1"
"44749","25.16666667","0.166296",,,"0.166296","ASB6 (0.166296) USP20","false","0.166296","ASB6 (0.166296) USP20"
"44750","73.0","0.166343",,,"0.166343","ASB6 (0.166343) C9orf78","false","0.166343","ASB6 (0.166343) C9orf78"
"44751","8.16666667","0.213238",,,"0.213238","ASB6 (0.213238) NTMT1","false","0.213238","ASB6 (0.213238) NTMT1"
"44752","85.83333333","0.159687",,,"0.159687","C9orf78 (0.159687) NTMT1","false","0.159687","C9orf78 (0.159687) NTMT1"
"44753","94.0","0.161235",,,"0.161235","C9orf78 (0.161235) SET","false","0.161235","C9orf78 (0.161235) SET"
"44754","45.0","0.164106",,,"0.164106","C9orf78 (0.164106) TOR1B","false","0.164106","C9orf78 (0.164106) TOR1B"
"44755","184.0","0.169237",,,"0.169237","C9orf78 (0.169237) GOLGA2","false","0.169237","C9orf78 (0.169237) GOLGA2"
"44756","109.5","0.172202",,,"0.172202","C9orf78 (0.172202) USP20","false","0.172202","C9orf78 (0.172202) USP20"
"44757","473.83333333","0.174513",,,"0.174513","C9orf78 (0.174513) UCK1","false","0.174513","C9orf78 (0.174513) UCK1"
"44758","39.16666667","0.197774",,,"0.197774","C9orf78 (0.197774) TOR1A","false","0.197774","C9orf78 (0.197774) TOR1A"
"44759","32.0","0.164582",,,"0.164582","ASB7 (0.164582) MRPL46","false","0.164582","ASB7 (0.164582) MRPL46"
"44760","88.0","0.17053",,,"0.17053","ASB7 (0.17053) MRPS11","false","0.17053","ASB7 (0.17053) MRPS11"
"44761","34.0","0.209686",,,"0.209686","ASB7 (0.209686) TM2D3","false","0.209686","ASB7 (0.209686) TM2D3"
"44762","36.0","0.234422",,,"0.234422","ASB7 (0.234422) LINS","false","0.234422","ASB7 (0.234422) LINS"
"44763","34.0","0.238102",,,"0.238102","ASB7 (0.238102) VIMP","false","0.238102","ASB7 (0.238102) VIMP"
"44764","10.33333333","0.174343",,,"0.174343","MRPL46 (0.174343) VPS33B","false","0.174343","MRPL46 (0.174343) VPS33B"
"44765","11.0","0.175467",,,"0.175467","MRPL46 (0.175467) POLG","false","0.175467","MRPL46 (0.175467) POLG"
"44766","14.66666667","0.313719",,,"0.313719","MRPL46 (0.313719) MRPS11","false","0.313719","MRPL46 (0.313719) MRPS11"
"44767","25.0","0.161355",,,"0.161355","MRPS11 (0.161355) POLG","false","0.161355","MRPS11 (0.161355) POLG"
"44768","21.0","0.174431",,,"0.174431","MRPS11 (0.174431) NGRN","false","0.174431","MRPS11 (0.174431) NGRN"
"44769","21.0","0.177117",,,"0.177117","MRPS11 (0.177117) TTLL13P","false","0.177117","MRPS11 (0.177117) TTLL13P"
"44770","16.66666667","0.197875",,,"0.197875","MRPS11 (0.197875) UNC45A","false","0.197875","MRPS11 (0.197875) UNC45A"
"44771","19.66666667","0.198349",,,"0.198349","MRPS11 (0.198349) VPS33B","false","0.198349","MRPS11 (0.198349) VPS33B"
"44772","2.0","0.222181",,,"0.222181","TM2D3 (0.222181) VIMP","false","0.222181","TM2D3 (0.222181) VIMP"
"44773","8.66666667","0.17988",,,"0.17988","PRR14L (0.17988) RTCB","false","0.17988","PRR14L (0.17988) RTCB"
"44774","16.33333333","0.198964",,,"0.198964","PRR14L (0.198964) RNF185","false","0.198964","PRR14L (0.198964) RNF185"
"44775","22.83333333","0.159659",,,"0.159659","MTMR3 (0.159659) THOC5","false","0.159659","MTMR3 (0.159659) THOC5"
"44776","112.0","0.181933",,,"0.181933","MTMR3 (0.181933) NF2","false","0.181933","MTMR3 (0.181933) NF2"
"44777","60.66666667","0.191164",,,"0.191164","MTMR3 (0.191164) UQCR10","false","0.191164","MTMR3 (0.191164) UQCR10"
"44778","2.0","0.160005",,,"0.160005","ASCC3 (0.160005) CCNC","false","0.160005","ASCC3 (0.160005) CCNC"
"44779","12.0","0.185924",,,"0.185924","ASH1L (0.185924) YY1AP1","false","0.185924","ASH1L (0.185924) YY1AP1"
"44780","125.57416268","0.15935",,,"0.15935","ASH2L (0.15935) GOLGA7","false","0.15935","ASH2L (0.15935) GOLGA7"
"44781","18.03030303","0.278856",,,"0.278856","ASH2L (0.278856) RAB11FIP1","false","0.278856","ASH2L (0.278856) RAB11FIP1"
"44782","8.6969697","0.284097",,,"0.284097","ASH2L (0.284097) TM2D2","false","0.284097","ASH2L (0.284097) TM2D2"
"44783","18.03030303","0.345289",,,"0.345289","ASH2L (0.345289) EIF4EBP1","false","0.345289","ASH2L (0.345289) EIF4EBP1"
"44784","10.02631579","0.369327",,,"0.369327","ASH2L (0.369327) PPAPDC1B","false","0.369327","ASH2L (0.369327) PPAPDC1B"
"44785","10.02631579","0.380311",,,"0.380311","ASH2L (0.380311) ERLIN2","false","0.380311","ASH2L (0.380311) ERLIN2"
"44786","10.02631579","0.463766",,,"0.463766","ASH2L (0.463766) PROSC","false","0.463766","ASH2L (0.463766) PROSC"
"44787","15.03947368","0.489923",,,"0.489923","ASH2L (0.489923) DDHD2","false","0.489923","ASH2L (0.489923) DDHD2"
"44788","10.02631579","0.493119",,,"0.493119","ASH2L (0.493119) BRF2","false","0.493119","ASH2L (0.493119) BRF2"
"44789","15.03947368","0.494352",,,"0.494352","ASH2L (0.494352) WHSC1L1","false","0.494352","ASH2L (0.494352) WHSC1L1"
"44790","10.02631579","0.529316",,,"0.529316","ASH2L (0.529316) BAG4","false","0.529316","ASH2L (0.529316) BAG4"
"44791","2.0","0.620826",,,"0.620826","ASH2L (0.620826) LSM1","false","0.620826","ASH2L (0.620826) LSM1"
"44792","3.84848485","0.227263",,,"0.227263","RAB11FIP1 (0.227263) WHSC1L1","false","0.227263","RAB11FIP1 (0.227263) WHSC1L1"
"44793","2.0","0.207974",,,"0.207974","EIF4EBP1 (0.207974) RAB11FIP1","false","0.207974","EIF4EBP1 (0.207974) RAB11FIP1"
"44794","2.84848485","0.225587",,,"0.225587","EIF4EBP1 (0.225587) PPAPDC1B","false","0.225587","EIF4EBP1 (0.225587) PPAPDC1B"
"44795","2.84848485","0.252434",,,"0.252434","EIF4EBP1 (0.252434) ERLIN2","false","0.252434","EIF4EBP1 (0.252434) ERLIN2"
"44796","3.84848485","0.257998",,,"0.257998","EIF4EBP1 (0.257998) WHSC1L1","false","0.257998","EIF4EBP1 (0.257998) WHSC1L1"
"44797","2.84848485","0.278419",,,"0.278419","EIF4EBP1 (0.278419) PROSC","false","0.278419","EIF4EBP1 (0.278419) PROSC"
"44798","18.03030303","0.302582",,,"0.302582","EIF4EBP1 (0.302582) LSM1","false","0.302582","EIF4EBP1 (0.302582) LSM1"
"44799","2.84848485","0.172997",,,"0.172997","PPAPDC1B (0.172997) RAB11FIP1","false","0.172997","PPAPDC1B (0.172997) RAB11FIP1"
"44800","23.64433812","0.195522",,,"0.195522","PPAPDC1B (0.195522) TM2D2","false","0.195522","PPAPDC1B (0.195522) TM2D2"
"44801","2.0","0.252607",,,"0.252607","PPAPDC1B (0.252607) PROSC","false","0.252607","PPAPDC1B (0.252607) PROSC"
"44802","3.0","0.414581",,,"0.414581","PPAPDC1B (0.414581) WHSC1L1","false","0.414581","PPAPDC1B (0.414581) WHSC1L1"
"44803","23.64433812","0.185855",,,"0.185855","ERLIN2 (0.185855) TM2D2","false","0.185855","ERLIN2 (0.185855) TM2D2"
"44804","2.0","0.224848",,,"0.224848","ERLIN2 (0.224848) PPAPDC1B","false","0.224848","ERLIN2 (0.224848) PPAPDC1B"
"44805","2.84848485","0.251014",,,"0.251014","ERLIN2 (0.251014) RAB11FIP1","false","0.251014","ERLIN2 (0.251014) RAB11FIP1"
"44806","3.0","0.328447",,,"0.328447","ERLIN2 (0.328447) WHSC1L1","false","0.328447","ERLIN2 (0.328447) WHSC1L1"
"44807","10.02631579","0.360694",,,"0.360694","ERLIN2 (0.360694) LSM1","false","0.360694","ERLIN2 (0.360694) LSM1"
"44808","2.0","0.523123",,,"0.523123","ERLIN2 (0.523123) PROSC","false","0.523123","ERLIN2 (0.523123) PROSC"
"44809","23.64433812","0.196059",,,"0.196059","PROSC (0.196059) TM2D2","false","0.196059","PROSC (0.196059) TM2D2"
"44810","2.84848485","0.265119",,,"0.265119","PROSC (0.265119) RAB11FIP1","false","0.265119","PROSC (0.265119) RAB11FIP1"
"44811","3.0","0.336859",,,"0.336859","PROSC (0.336859) WHSC1L1","false","0.336859","PROSC (0.336859) WHSC1L1"
"44812","30.0","0.189908",,,"0.189908","DDHD2 (0.189908) LETM2","false","0.189908","DDHD2 (0.189908) LETM2"
"44813","3.84848485","0.199736",,,"0.199736","DDHD2 (0.199736) RAB11FIP1","false","0.199736","DDHD2 (0.199736) RAB11FIP1"
"44814","34.61802233","0.205938",,,"0.205938","DDHD2 (0.205938) TM2D2","false","0.205938","DDHD2 (0.205938) TM2D2"
"44815","3.84848485","0.251926",,,"0.251926","DDHD2 (0.251926) EIF4EBP1","false","0.251926","DDHD2 (0.251926) EIF4EBP1"
"44816","3.0","0.298166",,,"0.298166","DDHD2 (0.298166) ERLIN2","false","0.298166","DDHD2 (0.298166) ERLIN2"
"44817","3.0","0.329149",,,"0.329149","DDHD2 (0.329149) PROSC","false","0.329149","DDHD2 (0.329149) PROSC"
"44818","3.0","0.367519",,,"0.367519","DDHD2 (0.367519) PPAPDC1B","false","0.367519","DDHD2 (0.367519) PPAPDC1B"
"44819","15.03947368","0.455712",,,"0.455712","DDHD2 (0.455712) LSM1","false","0.455712","DDHD2 (0.455712) LSM1"
"44820","2.0","0.474963",,,"0.474963","DDHD2 (0.474963) WHSC1L1","false","0.474963","DDHD2 (0.474963) WHSC1L1"
"44821","23.64433812","0.212016",,,"0.212016","BRF2 (0.212016) TM2D2","false","0.212016","BRF2 (0.212016) TM2D2"
"44822","2.84848485","0.276341",,,"0.276341","BRF2 (0.276341) EIF4EBP1","false","0.276341","BRF2 (0.276341) EIF4EBP1"
"44823","2.0","0.278181",,,"0.278181","BRF2 (0.278181) PPAPDC1B","false","0.278181","BRF2 (0.278181) PPAPDC1B"
"44824","2.84848485","0.293063",,,"0.293063","BRF2 (0.293063) RAB11FIP1","false","0.293063","BRF2 (0.293063) RAB11FIP1"
"44825","3.0","0.337785",,,"0.337785","BRF2 (0.337785) DDHD2","false","0.337785","BRF2 (0.337785) DDHD2"
"44826","3.0","0.363838",,,"0.363838","BRF2 (0.363838) WHSC1L1","false","0.363838","BRF2 (0.363838) WHSC1L1"
"44827","2.0","0.442951",,,"0.442951","BRF2 (0.442951) ERLIN2","false","0.442951","BRF2 (0.442951) ERLIN2"
"44828","2.0","0.447601",,,"0.447601","BRF2 (0.447601) PROSC","false","0.447601","BRF2 (0.447601) PROSC"
"44829","10.02631579","0.488817",,,"0.488817","BRF2 (0.488817) LSM1","false","0.488817","BRF2 (0.488817) LSM1"
"44830","2.84848485","0.232066",,,"0.232066","BAG4 (0.232066) RAB11FIP1","false","0.232066","BAG4 (0.232066) RAB11FIP1"
"44831","23.64433812","0.257171",,,"0.257171","BAG4 (0.257171) TM2D2","false","0.257171","BAG4 (0.257171) TM2D2"
"44832","2.84848485","0.297613",,,"0.297613","BAG4 (0.297613) EIF4EBP1","false","0.297613","BAG4 (0.297613) EIF4EBP1"
"44833","2.0","0.335027",,,"0.335027","BAG4 (0.335027) ERLIN2","false","0.335027","BAG4 (0.335027) ERLIN2"
"44834","2.0","0.344477",,,"0.344477","BAG4 (0.344477) PROSC","false","0.344477","BAG4 (0.344477) PROSC"
"44835","2.0","0.363217",,,"0.363217","BAG4 (0.363217) PPAPDC1B","false","0.363217","BAG4 (0.363217) PPAPDC1B"
"44836","2.0","0.409953",,,"0.409953","BAG4 (0.409953) BRF2","false","0.409953","BAG4 (0.409953) BRF2"
"44837","3.0","0.459418",,,"0.459418","BAG4 (0.459418) DDHD2","false","0.459418","BAG4 (0.459418) DDHD2"
"44838","3.0","0.505536",,,"0.505536","BAG4 (0.505536) WHSC1L1","false","0.505536","BAG4 (0.505536) WHSC1L1"
"44839","10.02631579","0.554595",,,"0.554595","BAG4 (0.554595) LSM1","false","0.554595","BAG4 (0.554595) LSM1"
"44840","18.03030303","0.282901",,,"0.282901","LSM1 (0.282901) RAB11FIP1","false","0.282901","LSM1 (0.282901) RAB11FIP1"
"44841","8.6969697","0.283512",,,"0.283512","LSM1 (0.283512) TM2D2","false","0.283512","LSM1 (0.283512) TM2D2"
