"SUID","EdgeBetweenness","interaction","MI sano","MI_","MI_enfermos","name","selected","shared interaction","shared name"
"40201","68.0","0.296002",,,"0.296002","A1BG (0.296002) A1BG-AS1","false","0.296002","A1BG (0.296002) A1BG-AS1"
"40202","132.0","0.291208",,,"0.291208","A1BG-AS1 (0.291208) ZNF497","false","0.291208","A1BG-AS1 (0.291208) ZNF497"
"40203","2.0","0.177803",,,"0.177803","AAAS (0.177803) C12orf10","false","0.177803","AAAS (0.177803) C12orf10"
"40204","58.0","0.159283",,,"0.159283","AAGAB (0.159283) MAP2K5","false","0.159283","AAGAB (0.159283) MAP2K5"
"40205","112.0","0.176772",,,"0.176772","MAP2K5 (0.176772) VWA9","false","0.176772","MAP2K5 (0.176772) VWA9"
"40206","2.95238095","0.160449",,,"0.160449","AAMDC (0.160449) KCTD21","false","0.160449","AAMDC (0.160449) KCTD21"
"40207","6.78827839","0.174062",,,"0.174062","AAMDC (0.174062) ALG8","false","0.174062","AAMDC (0.174062) ALG8"
"40208","2.95238095","0.176011",,,"0.176011","AAMDC (0.176011) NARS2","false","0.176011","AAMDC (0.176011) NARS2"
"40209","14.82673993","0.231672",,,"0.231672","AAMDC (0.231672) INTS4","false","0.231672","AAMDC (0.231672) INTS4"
"40210","14.82673993","0.244215",,,"0.244215","AAMDC (0.244215) NDUFC2","false","0.244215","AAMDC (0.244215) NDUFC2"
"40211","16.82673993","0.29305",,,"0.29305","AAMDC (0.29305) CLNS1A","false","0.29305","AAMDC (0.29305) CLNS1A"
"40212","14.82673993","0.359988",,,"0.359988","AAMDC (0.359988) RSF1","false","0.359988","AAMDC (0.359988) RSF1"
"40213","2.0","0.23148",,,"0.23148","KCTD21 (0.23148) NARS2","false","0.23148","KCTD21 (0.23148) NARS2"
"40214","15.57264942","0.271771",,,"0.271771","KCTD21 (0.271771) RSF1","false","0.271771","KCTD21 (0.271771) RSF1"
"40215","15.57264942","0.372043",,,"0.372043","KCTD21 (0.372043) NDUFC2","false","0.372043","KCTD21 (0.372043) NDUFC2"
"40216","2.28571429","0.400963",,,"0.400963","KCTD21 (0.400963) USP35","false","0.400963","KCTD21 (0.400963) USP35"
"40217","108.37700316","0.16552",,,"0.16552","ALG8 (0.16552) C11orf30","false","0.16552","ALG8 (0.16552) C11orf30"
"40218","52.78718128","0.174697",,,"0.174697","ALG8 (0.174697) GAB2","false","0.174697","ALG8 (0.174697) GAB2"
"40219","6.12161172","0.28276",,,"0.28276","ALG8 (0.28276) USP35","false","0.28276","ALG8 (0.28276) USP35"
"40220","4.6467753","0.311818",,,"0.311818","ALG8 (0.311818) RSF1","false","0.311818","ALG8 (0.311818) RSF1"
"40221","5.83589744","0.314852",,,"0.314852","ALG8 (0.314852) NARS2","false","0.314852","ALG8 (0.314852) NARS2"
"40222","7.1467753","0.318439",,,"0.318439","ALG8 (0.318439) CLNS1A","false","0.318439","ALG8 (0.318439) CLNS1A"
"40223","5.83589744","0.376718",,,"0.376718","ALG8 (0.376718) KCTD21","false","0.376718","ALG8 (0.376718) KCTD21"
"40224","4.6467753","0.380963",,,"0.380963","ALG8 (0.380963) INTS4","false","0.380963","ALG8 (0.380963) INTS4"
"40225","4.6467753","0.467816",,,"0.467816","ALG8 (0.467816) NDUFC2","false","0.467816","ALG8 (0.467816) NDUFC2"
"40226","2.28571429","0.191505",,,"0.191505","NARS2 (0.191505) USP35","false","0.191505","NARS2 (0.191505) USP35"
"40227","15.57264942","0.267935",,,"0.267935","NARS2 (0.267935) RSF1","false","0.267935","NARS2 (0.267935) RSF1"
"40228","15.57264942","0.308523",,,"0.308523","NARS2 (0.308523) NDUFC2","false","0.308523","NARS2 (0.308523) NDUFC2"
"40229","79.31215947","0.179765",,,"0.179765","INTS4 (0.179765) PRKRIR","false","0.179765","INTS4 (0.179765) PRKRIR"
"40230","15.85836371","0.212292",,,"0.212292","INTS4 (0.212292) USP35","false","0.212292","INTS4 (0.212292) USP35"
"40231","15.57264942","0.289817",,,"0.289817","INTS4 (0.289817) KCTD21","false","0.289817","INTS4 (0.289817) KCTD21"
"40232","15.57264942","0.291812",,,"0.291812","INTS4 (0.291812) NARS2","false","0.291812","INTS4 (0.291812) NARS2"
"40233","2.0","0.420911",,,"0.420911","INTS4 (0.420911) NDUFC2","false","0.420911","INTS4 (0.420911) NDUFC2"
"40234","2.0","0.455949",,,"0.455949","INTS4 (0.455949) RSF1","false","0.455949","INTS4 (0.455949) RSF1"
"40235","79.31215947","0.17014",,,"0.17014","NDUFC2 (0.17014) PRKRIR","false","0.17014","NDUFC2 (0.17014) PRKRIR"
"40236","15.85836371","0.277887",,,"0.277887","NDUFC2 (0.277887) USP35","false","0.277887","NDUFC2 (0.277887) USP35"
"40237","2.0","0.367338",,,"0.367338","NDUFC2 (0.367338) RSF1","false","0.367338","NDUFC2 (0.367338) RSF1"
"40238","74.0","0.183528",,,"0.183528","CLNS1A (0.183528) PAK1","false","0.183528","CLNS1A (0.183528) PAK1"
"40239","18.35836371","0.195375",,,"0.195375","CLNS1A (0.195375) USP35","false","0.195375","CLNS1A (0.195375) USP35"
"40240","114.31215947","0.242299",,,"0.242299","CLNS1A (0.242299) PRKRIR","false","0.242299","CLNS1A (0.242299) PRKRIR"
"40241","18.07264942","0.263205",,,"0.263205","CLNS1A (0.263205) NARS2","false","0.263205","CLNS1A (0.263205) NARS2"
"40242","18.07264942","0.279568",,,"0.279568","CLNS1A (0.279568) KCTD21","false","0.279568","CLNS1A (0.279568) KCTD21"
"40243","4.0","0.359752",,,"0.359752","CLNS1A (0.359752) NDUFC2","false","0.359752","CLNS1A (0.359752) NDUFC2"
"40244","4.0","0.427315",,,"0.427315","CLNS1A (0.427315) INTS4","false","0.427315","CLNS1A (0.427315) INTS4"
"40245","4.0","0.527776",,,"0.527776","CLNS1A (0.527776) RSF1","false","0.527776","CLNS1A (0.527776) RSF1"
"40246","15.85836371","0.20618",,,"0.20618","RSF1 (0.20618) USP35","false","0.20618","RSF1 (0.20618) USP35"
"40247","20.66666667","0.190712",,,"0.190712","CNPPD1 (0.190712) FAM134A","false","0.190712","CNPPD1 (0.190712) FAM134A"
"40248","16.0","0.195461",,,"0.195461","CNPPD1 (0.195461) DNAJB2","false","0.195461","CNPPD1 (0.195461) DNAJB2"
"40249","7.33333333","0.170916",,,"0.170916","AAMP (0.170916) CNPPD1","false","0.170916","AAMP (0.170916) CNPPD1"
"40250","8.33333333","0.189049",,,"0.189049","AAMP (0.189049) USP37","false","0.189049","AAMP (0.189049) USP37"
"40251","7.0","0.195305",,,"0.195305","AAMP (0.195305) FAM134A","false","0.195305","AAMP (0.195305) FAM134A"
"40252","11.66666667","0.16998",,,"0.16998","USP37 (0.16998) ZNF142","false","0.16998","USP37 (0.16998) ZNF142"
"40253","16.33333333","0.163374",,,"0.163374","FAM134A (0.163374) RNF25","false","0.163374","FAM134A (0.163374) RNF25"
"40254","11.0","0.169126",,,"0.169126","FAM134A (0.169126) RQCD1","false","0.169126","FAM134A (0.169126) RQCD1"
"40255","10.33333333","0.169187",,,"0.169187","FAM134A (0.169187) USP37","false","0.169187","FAM134A (0.169187) USP37"
"40256","16.0","0.174702",,,"0.174702","FAM134A (0.174702) STK16","false","0.174702","FAM134A (0.174702) STK16"
"40257","276.0","0.159632",,,"0.159632","AAR2 (0.159632) RPRD1B","false","0.159632","AAR2 (0.159632) RPRD1B"
"40258","106.33333333","0.16728",,,"0.16728","AAR2 (0.16728) TRPC4AP","false","0.16728","AAR2 (0.16728) TRPC4AP"
"40259","56.0","0.167433",,,"0.167433","AAR2 (0.167433) PHF20","false","0.167433","AAR2 (0.167433) PHF20"
"40260","56.0","0.17884",,,"0.17884","AAR2 (0.17884) C20orf24","false","0.17884","AAR2 (0.17884) C20orf24"
"40261","56.0","0.180738",,,"0.180738","AAR2 (0.180738) CPNE1","false","0.180738","AAR2 (0.180738) CPNE1"
"40262","56.0","0.199746",,,"0.199746","AAR2 (0.199746) DLGAP4","false","0.199746","AAR2 (0.199746) DLGAP4"
"40263","289.66666667","0.232022",,,"0.232022","AAR2 (0.232022) EIF6","false","0.232022","AAR2 (0.232022) EIF6"
"40264","50.0","0.235995",,,"0.235995","RPRD1B (0.235995) TTI1","false","0.235995","RPRD1B (0.235995) TTI1"
"40265","108.33333333","0.16631",,,"0.16631","EIF6 (0.16631) NCOA6","false","0.16631","EIF6 (0.16631) NCOA6"
"40266","56.0","0.170067",,,"0.170067","EIF6 (0.170067) UQCC1","false","0.170067","EIF6 (0.170067) UQCC1"
"40267","7.33333333","0.177981",,,"0.177981","EIF6 (0.177981) TRPC4AP","false","0.177981","EIF6 (0.177981) TRPC4AP"
"40268","20.98168221","0.162482",,,"0.162482","CDC5L (0.162482) UBR2","false","0.162482","CDC5L (0.162482) UBR2"
"40269","32.01196581","0.166442",,,"0.166442","CDC5L (0.166442) TMEM63B","false","0.166442","CDC5L (0.166442) TMEM63B"
"40270","10.49531025","0.171781",,,"0.171781","CDC5L (0.171781) ZNF318","false","0.171781","CDC5L (0.171781) ZNF318"
"40271","17.30642136","0.175743",,,"0.175743","CDC5L (0.175743) RPL7L1","false","0.175743","CDC5L (0.175743) RPL7L1"
"40272","14.59700022","0.177692",,,"0.177692","CDC5L (0.177692) RRP36","false","0.177692","CDC5L (0.177692) RRP36"
"40273","19.16538462","0.181617",,,"0.181617","CDC5L (0.181617) MRPL14","false","0.181617","CDC5L (0.181617) MRPL14"
"40274","55.61731602","0.183664",,,"0.183664","CDC5L (0.183664) SLC35B2","false","0.183664","CDC5L (0.183664) SLC35B2"
"40275","17.48440171","0.184899",,,"0.184899","CDC5L (0.184899) MRPL2","false","0.184899","CDC5L (0.184899) MRPL2"
"40276","7.48181818","0.194326",,,"0.194326","CDC5L (0.194326) MRPS18A","false","0.194326","CDC5L (0.194326) MRPS18A"
"40277","10.64444444","0.197776",,,"0.197776","CDC5L (0.197776) MAD2L1BP","false","0.197776","CDC5L (0.197776) MAD2L1BP"
"40278","26.50022478","0.203718",,,"0.203718","CDC5L (0.203718) PPP2R5D","false","0.203718","CDC5L (0.203718) PPP2R5D"
"40279","11.39657287","0.207724",,,"0.207724","CDC5L (0.207724) TJAP1","false","0.207724","CDC5L (0.207724) TJAP1"
"40280","15.41860084","0.208075",,,"0.208075","CDC5L (0.208075) XPO5","false","0.208075","CDC5L (0.208075) XPO5"
"40281","15.68779276","0.210148",,,"0.210148","CDC5L (0.210148) MEA1","false","0.210148","CDC5L (0.210148) MEA1"
"40282","19.43560606","0.225726",,,"0.225726","CDC5L (0.225726) YIPF3","false","0.225726","CDC5L (0.225726) YIPF3"
"40283","9.02137862","0.236856",,,"0.236856","CDC5L (0.236856) POLR1C","false","0.236856","CDC5L (0.236856) POLR1C"
"40284","62.0","0.203387",,,"0.203387","AARS2 (0.203387) CDC5L","false","0.203387","AARS2 (0.203387) CDC5L"
"40285","21.64285714","0.160316",,,"0.160316","AARSD1 (0.160316) DNAJC7","false","0.160316","AARSD1 (0.160316) DNAJC7"
"40286","21.73809524","0.161445",,,"0.161445","AARSD1 (0.161445) NBR1","false","0.161445","AARSD1 (0.161445) NBR1"
"40287","27.73809524","0.183092",,,"0.183092","AARSD1 (0.183092) BECN1","false","0.183092","AARSD1 (0.183092) BECN1"
"40288","7.83333333","0.189549",,,"0.189549","AARSD1 (0.189549) RUNDC1","false","0.189549","AARSD1 (0.189549) RUNDC1"
"40289","10.9047619","0.160448",,,"0.160448","DNAJC7 (0.160448) PSMC3IP","false","0.160448","DNAJC7 (0.160448) PSMC3IP"
"40290","20.33333333","0.164301",,,"0.164301","DNAJC7 (0.164301) TUBG1","false","0.164301","DNAJC7 (0.164301) TUBG1"
"40291","67.11904762","0.166622",,,"0.166622","DNAJC7 (0.166622) PSME3","false","0.166622","DNAJC7 (0.166622) PSME3"
"40292","12.33333333","0.210038",,,"0.210038","DNAJC7 (0.210038) NKIRAS2","false","0.210038","DNAJC7 (0.210038) NKIRAS2"
"40293","16.02229437","0.173523",,,"0.173523","NBR1 (0.173523) VPS25","false","0.173523","NBR1 (0.173523) VPS25"
"40294","12.52142857","0.175403",,,"0.175403","NBR1 (0.175403) RUNDC1","false","0.175403","NBR1 (0.175403) RUNDC1"
"40295","22.56038961","0.189832",,,"0.189832","NBR1 (0.189832) PSME3","false","0.189832","NBR1 (0.189832) PSME3"
"40296","24.13896104","0.162011",,,"0.162011","BECN1 (0.162011) FAM134C","false","0.162011","BECN1 (0.162011) FAM134C"
"40297","24.71038961","0.162433",,,"0.162433","BECN1 (0.162433) PSMC3IP","false","0.162433","BECN1 (0.162433) PSMC3IP"
"40298","41.32380952","0.163179",,,"0.163179","BECN1 (0.163179) DHX8","false","0.163179","BECN1 (0.163179) DHX8"
"40299","91.4504329","0.167491",,,"0.167491","BECN1 (0.167491) CCDC43","false","0.167491","BECN1 (0.167491) CCDC43"
"40300","18.9047619","0.184257",,,"0.184257","BECN1 (0.184257) COASY","false","0.184257","BECN1 (0.184257) COASY"
"40301","10.57380952","0.18736",,,"0.18736","BECN1 (0.18736) NBR1","false","0.18736","BECN1 (0.18736) NBR1"
"40302","20.92467532","0.190331",,,"0.190331","BECN1 (0.190331) RAB5C","false","0.190331","BECN1 (0.190331) RAB5C"
"40303","16.89372294","0.214719",,,"0.214719","BECN1 (0.214719) MLX","false","0.214719","BECN1 (0.214719) MLX"
"40304","11.63333333","0.216109",,,"0.216109","BECN1 (0.216109) RUNDC1","false","0.216109","BECN1 (0.216109) RUNDC1"
"40305","8.20562771","0.228974",,,"0.228974","BECN1 (0.228974) VPS25","false","0.228974","BECN1 (0.228974) VPS25"
"40306","11.77705628","0.248908",,,"0.248908","BECN1 (0.248908) PSME3","false","0.248908","BECN1 (0.248908) PSME3"
"40307","16.49285714","0.267632",,,"0.267632","BECN1 (0.267632) COA3","false","0.267632","BECN1 (0.267632) COA3"
"40308","19.62380952","0.440442",,,"0.440442","BECN1 (0.440442) CNTD1","false","0.440442","BECN1 (0.440442) CNTD1"
"40309","8.9","0.177588",,,"0.177588","RUNDC1 (0.177588) VPS25","false","0.177588","RUNDC1 (0.177588) VPS25"
"40310","3.0","0.176621",,,"0.176621","AASDH (0.176621) EXOC1","false","0.176621","AASDH (0.176621) EXOC1"
"40311","13.0","0.248667",,,"0.248667","AASDH (0.248667) POLR2B","false","0.248667","AASDH (0.248667) POLR2B"
"40312","6.0","0.172289",,,"0.172289","EXOC1 (0.172289) NOA1","false","0.172289","EXOC1 (0.172289) NOA1"
"40313","9.0","0.255087",,,"0.255087","EXOC1 (0.255087) POLR2B","false","0.255087","EXOC1 (0.255087) POLR2B"
"40314","7.0","0.198448",,,"0.198448","POLR2B (0.198448) PPAT","false","0.198448","POLR2B (0.198448) PPAT"
"40315","5.0","0.240165",,,"0.240165","POLR2B (0.240165) SRP72","false","0.240165","POLR2B (0.240165) SRP72"
"40316","29.84338067","0.160581",,,"0.160581","AASDHPPT (0.160581) ALG9","false","0.160581","AASDHPPT (0.160581) ALG9"
"40317","5.74285714","0.163654",,,"0.163654","AASDHPPT (0.163654) DDX10","false","0.163654","AASDHPPT (0.163654) DDX10"
"40318","42.15128245","0.165528",,,"0.165528","AASDHPPT (0.165528) ZW10","false","0.165528","AASDHPPT (0.165528) ZW10"
"40319","54.20428424","0.167234",,,"0.167234","AASDHPPT (0.167234) BIRC2","false","0.167234","AASDHPPT (0.167234) BIRC2"
"40320","8.75229071","0.175158",,,"0.175158","AASDHPPT (0.175158) SDHD","false","0.175158","AASDHPPT (0.175158) SDHD"
"40321","11.86005517","0.194048",,,"0.194048","AASDHPPT (0.194048) NPAT","false","0.194048","AASDHPPT (0.194048) NPAT"
"40322","19.00205978","0.213234",,,"0.213234","AASDHPPT (0.213234) DLAT","false","0.213234","AASDHPPT (0.213234) DLAT"
"40323","53.73637116","0.220475",,,"0.220475","AASDHPPT (0.220475) C11orf57","false","0.220475","AASDHPPT (0.220475) C11orf57"
"40324","30.8540824","0.226613",,,"0.226613","AASDHPPT (0.226613) CUL5","false","0.226613","AASDHPPT (0.226613) CUL5"
"40325","17.58571429","0.241427",,,"0.241427","AASDHPPT (0.241427) KBTBD3","false","0.241427","AASDHPPT (0.241427) KBTBD3"
"40326","60.80266955","0.162989",,,"0.162989","ALG9 (0.162989) FDXACB1","false","0.162989","ALG9 (0.162989) FDXACB1"
"40327","29.03623121","0.164833",,,"0.164833","ALG9 (0.164833) UBE4A","false","0.164833","ALG9 (0.164833) UBE4A"
"40328","13.56569886","0.164879",,,"0.164879","ALG9 (0.164879) TIMM8B","false","0.164879","ALG9 (0.164879) TIMM8B"
"40329","72.57790387","0.169738",,,"0.169738","ALG9 (0.169738) SRPR","false","0.169738","ALG9 (0.169738) SRPR"
"40330","23.67628707","0.170539",,,"0.170539","ALG9 (0.170539) BUD13","false","0.170539","ALG9 (0.170539) BUD13"
"40331","21.85714284","0.172745",,,"0.172745","ALG9 (0.172745) PTS","false","0.172745","ALG9 (0.172745) PTS"
"40332","42.3923389","0.173497",,,"0.173497","ALG9 (0.173497) ATP5L","false","0.173497","ALG9 (0.173497) ATP5L"
"40333","99.35396248","0.174302",,,"0.174302","ALG9 (0.174302) EI24","false","0.174302","ALG9 (0.174302) EI24"
"40334","24.33818665","0.177742",,,"0.177742","ALG9 (0.177742) C11orf52","false","0.177742","ALG9 (0.177742) C11orf52"
"40335","57.92378693","0.177889",,,"0.177889","ALG9 (0.177889) PPP2R1B","false","0.177889","ALG9 (0.177889) PPP2R1B"
"40336","172.90609244","0.178373",,,"0.178373","ALG9 (0.178373) STT3A","false","0.178373","ALG9 (0.178373) STT3A"
"40337","23.8797393","0.181345",,,"0.181345","ALG9 (0.181345) RNF214","false","0.181345","ALG9 (0.181345) RNF214"
"40338","19.03350961","0.18193",,,"0.18193","ALG9 (0.18193) SDHD","false","0.18193","ALG9 (0.18193) SDHD"
"40339","249.67175183","0.183251",,,"0.183251","ALG9 (0.183251) CUL5","false","0.183251","ALG9 (0.183251) CUL5"
"40340","17.4024423","0.203912",,,"0.203912","ALG9 (0.203912) ZW10","false","0.203912","ALG9 (0.203912) ZW10"
"40341","28.66338482","0.213039",,,"0.213039","ALG9 (0.213039) NPAT","false","0.213039","ALG9 (0.213039) NPAT"
"40342","25.1219396","0.258921",,,"0.258921","ALG9 (0.258921) DLAT","false","0.258921","ALG9 (0.258921) DLAT"
"40343","36.30893581","0.277335",,,"0.277335","ALG9 (0.277335) C11orf57","false","0.277335","ALG9 (0.277335) C11orf57"
"40344","26.23036047","0.160055",,,"0.160055","DDX10 (0.160055) DLAT","false","0.160055","DDX10 (0.160055) DLAT"
"40345","14.85296633","0.186455",,,"0.186455","DDX10 (0.186455) NPAT","false","0.186455","DDX10 (0.186455) NPAT"
"40346","42.30638054","0.200669",,,"0.200669","DDX10 (0.200669) ZW10","false","0.200669","DDX10 (0.200669) ZW10"
"40347","111.5918146","0.15967",,,"0.15967","BIRC2 (0.15967) SDHD","false","0.15967","BIRC2 (0.15967) SDHD"
"40348","126.33527999","0.165445",,,"0.165445","BIRC2 (0.165445) MRE11A","false","0.165445","BIRC2 (0.165445) MRE11A"
"40349","208.0","0.171492",,,"0.171492","BIRC2 (0.171492) YAP1","false","0.171492","BIRC2 (0.171492) YAP1"
"40350","274.83573801","0.181686",,,"0.181686","BIRC2 (0.181686) DLAT","false","0.181686","BIRC2 (0.181686) DLAT"
"40351","269.47492923","0.188876",,,"0.188876","BIRC2 (0.188876) MED17","false","0.188876","BIRC2 (0.188876) MED17"
"40352","158.81096596","0.196875",,,"0.196875","BIRC2 (0.196875) NPAT","false","0.196875","BIRC2 (0.196875) NPAT"
"40353","97.49294039","0.229386",,,"0.229386","BIRC2 (0.229386) DCUN1D5","false","0.229386","BIRC2 (0.229386) DCUN1D5"
"40354","85.16757799","0.235119",,,"0.235119","BIRC2 (0.235119) CUL5","false","0.235119","BIRC2 (0.235119) CUL5"
"40355","19.81218313","0.159432",,,"0.159432","SDHD (0.159432) ZPR1","false","0.159432","SDHD (0.159432) ZPR1"
"40356","40.6198753","0.179986",,,"0.179986","SDHD (0.179986) UBE4A","false","0.179986","SDHD (0.179986) UBE4A"
"40357","24.14053401","0.195689",,,"0.195689","SDHD (0.195689) ZW10","false","0.195689","SDHD (0.195689) ZW10"
"40358","5.78872615","0.232453",,,"0.232453","SDHD (0.232453) TIMM8B","false","0.232453","SDHD (0.232453) TIMM8B"
"40359","45.76313131","0.161198",,,"0.161198","NPAT (0.161198) RNF214","false","0.161198","NPAT (0.161198) RNF214"
"40360","61.8718615","0.19383",,,"0.19383","NPAT (0.19383) UBE4A","false","0.19383","NPAT (0.19383) UBE4A"
"40361","12.05863957","0.210647",,,"0.210647","NPAT (0.210647) TIMM8B","false","0.210647","NPAT (0.210647) TIMM8B"
"40362","39.89643366","0.214593",,,"0.214593","NPAT (0.214593) ZW10","false","0.214593","NPAT (0.214593) ZW10"
"40363","7.3030525","0.235525",,,"0.235525","NPAT (0.235525) SDHD","false","0.235525","NPAT (0.235525) SDHD"
"40364","92.16428571","0.159838",,,"0.159838","DLAT (0.159838) KBTBD3","false","0.159838","DLAT (0.159838) KBTBD3"
"40365","65.12146677","0.163966",,,"0.163966","DLAT (0.163966) FDX1","false","0.163966","DLAT (0.163966) FDX1"
"40366","198.73259205","0.166252",,,"0.166252","DLAT (0.166252) RPUSD4","false","0.166252","DLAT (0.166252) RPUSD4"
"40367","24.91706714","0.174138",,,"0.174138","DLAT (0.174138) ZPR1","false","0.174138","DLAT (0.174138) ZPR1"
"40368","48.23191006","0.176227",,,"0.176227","DLAT (0.176227) USP28","false","0.176227","DLAT (0.176227) USP28"
"40369","86.89074736","0.176511",,,"0.176511","DLAT (0.176511) PPP2R1B","false","0.176511","DLAT (0.176511) PPP2R1B"
"40370","69.22429907","0.176961",,,"0.176961","DLAT (0.176961) HINFP","false","0.176961","DLAT (0.176961) HINFP"
"40371","76.97482517","0.181502",,,"0.181502","DLAT (0.181502) PIH1D2","false","0.181502","DLAT (0.181502) PIH1D2"
"40372","49.37342935","0.185018",,,"0.185018","DLAT (0.185018) RBM7","false","0.185018","DLAT (0.185018) RBM7"
"40373","46.00993373","0.192268",,,"0.192268","DLAT (0.192268) RNF214","false","0.192268","DLAT (0.192268) RNF214"
"40374","24.83969387","0.214272",,,"0.214272","DLAT (0.214272) PAFAH1B2","false","0.214272","DLAT (0.214272) PAFAH1B2"
"40375","23.25796683","0.221005",,,"0.221005","DLAT (0.221005) PTS","false","0.221005","DLAT (0.221005) PTS"
"40376","45.29741937","0.236038",,,"0.236038","DLAT (0.236038) UBE4A","false","0.236038","DLAT (0.236038) UBE4A"
"40377","13.58159734","0.258932",,,"0.258932","DLAT (0.258932) TIMM8B","false","0.258932","DLAT (0.258932) TIMM8B"
"40378","18.83943834","0.266258",,,"0.266258","DLAT (0.266258) NPAT","false","0.266258","DLAT (0.266258) NPAT"
"40379","18.10168397","0.275302",,,"0.275302","DLAT (0.275302) ZW10","false","0.275302","DLAT (0.275302) ZW10"
"40380","9.63248973","0.421425",,,"0.421425","DLAT (0.421425) SDHD","false","0.421425","DLAT (0.421425) SDHD"
"40381","68.69251299","0.159276",,,"0.159276","C11orf57 (0.159276) CWF19L2","false","0.159276","C11orf57 (0.159276) CWF19L2"
"40382","1395.6674681","0.160272",,,"0.160272","C11orf57 (0.160272) CWC15","false","0.160272","C11orf57 (0.160272) CWC15"
"40383","147.19733045","0.160472",,,"0.160472","C11orf57 (0.160472) FDXACB1","false","0.160472","C11orf57 (0.160472) FDXACB1"
"40384","228.16179158","0.161636",,,"0.161636","C11orf57 (0.161636) ZNF202","false","0.161636","C11orf57 (0.161636) ZNF202"
"40385","50.86424007","0.16173",,,"0.16173","C11orf57 (0.16173) PTS","false","0.16173","C11orf57 (0.16173) PTS"
"40386","98.86418378","0.163163",,,"0.163163","C11orf57 (0.163163) CHEK1","false","0.163163","C11orf57 (0.163163) CHEK1"
"40387","216.11767566","0.163453",,,"0.163453","C11orf57 (0.163453) TBRG1","false","0.163453","C11orf57 (0.163453) TBRG1"
"40388","152.78400936","0.168469",,,"0.168469","C11orf57 (0.168469) HYLS1","false","0.168469","C11orf57 (0.168469) HYLS1"
"40389","34.04877345","0.170993",,,"0.170993","C11orf57 (0.170993) CEP164","false","0.170993","C11orf57 (0.170993) CEP164"
"40390","237.99923983","0.17513",,,"0.17513","C11orf57 (0.17513) RPUSD4","false","0.17513","C11orf57 (0.17513) RPUSD4"
"40391","97.88570348","0.175953",,,"0.175953","C11orf57 (0.175953) PUS3","false","0.175953","C11orf57 (0.175953) PUS3"
"40392","80.05578742","0.18139",,,"0.18139","C11orf57 (0.18139) USP28","false","0.18139","C11orf57 (0.18139) USP28"
"40393","149.69534033","0.186825",,,"0.186825","C11orf57 (0.186825) PPP2R1B","false","0.186825","C11orf57 (0.186825) PPP2R1B"
"40394","131.02517483","0.195476",,,"0.195476","C11orf57 (0.195476) PIH1D2","false","0.195476","C11orf57 (0.195476) PIH1D2"
"40395","58.09574602","0.195985",,,"0.195985","C11orf57 (0.195985) DDX10","false","0.195985","C11orf57 (0.195985) DDX10"
"40396","116.55569237","0.205879",,,"0.205879","C11orf57 (0.205879) HINFP","false","0.205879","C11orf57 (0.205879) HINFP"
"40397","46.4449914","0.207613",,,"0.207613","C11orf57 (0.207613) ZPR1","false","0.207613","C11orf57 (0.207613) ZPR1"
"40398","55.31503611","0.212547",,,"0.212547","C11orf57 (0.212547) PAFAH1B2","false","0.212547","C11orf57 (0.212547) PAFAH1B2"
"40399","59.41944954","0.218455",,,"0.218455","C11orf57 (0.218455) NPAT","false","0.218455","C11orf57 (0.218455) NPAT"
"40400","81.36103617","0.22258",,,"0.22258","C11orf57 (0.22258) RNF214","false","0.22258","C11orf57 (0.22258) RNF214"
"40401","329.59479184","0.223435",,,"0.223435","C11orf57 (0.223435) EI24","false","0.223435","C11orf57 (0.223435) EI24"
"40402","78.80735357","0.228888",,,"0.228888","C11orf57 (0.228888) UBE4A","false","0.228888","C11orf57 (0.228888) UBE4A"
"40403","35.25710012","0.252434",,,"0.252434","C11orf57 (0.252434) TIMM8B","false","0.252434","C11orf57 (0.252434) TIMM8B"
"40404","271.82891269","0.25288",,,"0.25288","C11orf57 (0.25288) CUL5","false","0.25288","C11orf57 (0.25288) CUL5"
"40405","27.45714286","0.253031",,,"0.253031","C11orf57 (0.253031) ZW10","false","0.253031","C11orf57 (0.253031) ZW10"
"40406","35.88021655","0.256026",,,"0.256026","C11orf57 (0.256026) SDHD","false","0.256026","C11orf57 (0.256026) SDHD"
"40407","31.35803317","0.302149",,,"0.302149","C11orf57 (0.302149) DLAT","false","0.302149","C11orf57 (0.302149) DLAT"
"40408","375.67181166","0.160939",,,"0.160939","CUL5 (0.160939) UBE4A","false","0.160939","CUL5 (0.160939) UBE4A"
"40409","2180.41509148","0.1636",,,"0.1636","CUL5 (0.1636) MED17","false","0.1636","CUL5 (0.1636) MED17"
"40410","59.94695652","0.164465",,,"0.164465","CUL5 (0.164465) CWF19L2","false","0.164465","CUL5 (0.164465) CWF19L2"
"40411","84.98902258","0.1666",,,"0.1666","CUL5 (0.1666) FDX1","false","0.1666","CUL5 (0.1666) FDX1"
"40412","460.95065063","0.168556",,,"0.168556","CUL5 (0.168556) HINFP","false","0.168556","CUL5 (0.168556) HINFP"
"40413","314.50705961","0.172804",,,"0.172804","CUL5 (0.172804) DCUN1D5","false","0.172804","CUL5 (0.172804) DCUN1D5"
"40414","151.88386827","0.177503",,,"0.177503","CUL5 (0.177503) PAFAH1B2","false","0.177503","CUL5 (0.177503) PAFAH1B2"
"40415","81.82390837","0.19272",,,"0.19272","CUL5 (0.19272) TIMM8B","false","0.19272","CUL5 (0.19272) TIMM8B"
